,ba_m,simple_spread_chance,repetition,measure,pen_name,data,pearson,euclidean,mape
30,3,0.05,0,opinion-timeseries,dem,"[54.       54.       54.       46.2      43.733334 43.733334 43.733334
 46.866665 46.866665 44.833332 40.033333 38.2      36.5      36.5
 33.       33.       31.566668 31.566668 30.066668 28.566668 25.7
 25.7      26.6      24.1      21.7      19.866667 18.1      18.1
 17.433332 17.433332 17.433332 17.433332 17.433332 17.433332 16.633333
 21.2      21.2      24.7      24.7      24.7      24.7      27.233334
 23.866667 22.666666 22.666666 29.633333 36.466667 42.866665 48.666668
 46.233334 46.133335 41.7      37.533333 32.933334 36.4      36.4
 36.4      34.666668 34.666668 34.666668 36.1      36.666668 36.666668
 34.933334]",-0.42924391081909874,469.53988629776836,0.626350942906764
31,3,0.05,0,opinion-timeseries,mod,"[40.       43.366665 45.733334 39.766666 37.7      37.566666 37.566666
 37.766666 41.166668 41.6      39.2      38.9      38.7      38.633335
 34.366665 33.166668 31.633333 31.5      30.366667 28.966667 24.866667
 28.166666 31.766666 28.833334 25.833334 23.566668 21.166666 25.2
 25.066668 28.733334 32.233334 35.7      38.2      40.766666 39.133335
 42.1      45.       45.966667 43.7      41.2      38.9      39.733334
 36.7      39.433334 41.       44.5      47.7      50.633335 47.833332
 45.466667 48.266666 48.833332 43.9      39.033333 37.333332 35.6
 35.5      34.033333 31.966667 31.9      34.266666 35.666668 31.766666
 30.033333]",-0.13413842017069658,311.92354225791206,0.49157804899267976
32,3,0.05,0,opinion-timeseries,rep,"[51.       56.       58.166668 48.533333 48.266666 44.1      42.
 40.3      43.266666 45.6      39.733334 39.466667 39.233334 37.233334
 36.9      34.866665 34.733334 31.033333 30.866667 30.733334 28.6
 33.166668 36.966667 36.333332 30.866667 26.566668 23.2      27.233334
 27.166666 30.866667 34.066666 34.2      33.666668 36.633335 36.566666
 36.966667 40.066666 38.5      34.733334 31.033333 27.8      32.133335
 30.2      33.233334 35.033333 33.733334 31.933332 31.7      29.733334
 29.5      33.566666 39.5      37.566666 35.233334 33.866665 32.333332
 30.833334 30.5      28.566668 27.2      27.266666 27.4      24.833334
 24.6     ]",-0.7826209138065243,249.06450169582746,0.44931827897453724
33,3,0.05,1,opinion-timeseries,dem,"[69.       69.       69.       58.133335 55.3      55.3      55.3
 57.866665 57.866665 55.7      50.366665 48.2      46.2      46.2
 42.633335 42.633335 40.6      40.6      38.7      36.833332 33.
 33.       33.1      30.333334 27.766666 24.933332 22.3      22.3
 21.233334 21.233334 21.233334 21.233334 21.233334 21.233334 20.5
 24.3      24.3      28.033333 28.033333 28.033333 28.033333 30.533333
 27.8      26.333334 26.333334 33.633335 40.333332 46.1      50.833332
 47.766666 48.433334 43.3      39.3      35.4      38.966667 38.966667
 38.966667 36.9      36.9      36.9      38.3      39.533333 39.533333
 38.      ]",-0.6345721171233274,432.8789563391768,0.558132991728172
34,3,0.05,1,opinion-timeseries,mod,"[45.       48.166668 50.633335 43.8      41.433334 41.266666 41.133335
 41.233334 44.633335 44.633335 41.8      41.633335 41.4      41.3
 37.533333 35.533333 33.733334 33.566666 31.7      30.333334 26.2
 30.066668 34.066666 31.3      28.466667 25.533333 22.733334 26.466667
 26.3      30.066668 33.2      35.833332 38.933334 41.766666 39.766666
 42.766666 45.866665 45.833332 43.866665 41.833332 40.1      41.366665
 38.966667 41.733334 43.       46.5      49.1      51.466667 50.333332
 47.6      50.533333 50.566666 45.8      40.566666 38.6      36.466667
 36.4      34.733334 33.033333 32.966667 34.8      35.7      31.633333
 30.1     ]",-0.2635492917979599,299.9742797709406,0.4643105458580226
35,3,0.05,1,opinion-timeseries,rep,"[49.       54.066666 56.1      47.8      47.466667 43.166668 41.533333
 39.633335 42.966667 45.733334 40.866665 40.633335 40.466667 38.433334
 38.166668 36.033333 35.866665 33.266666 33.033333 32.8      30.533333
 33.766666 37.666668 37.466667 31.333334 26.666666 22.233334 26.1
 25.966667 29.833334 33.666668 34.3      35.6      38.533333 38.4
 38.833332 42.333332 40.833332 37.833332 34.233334 30.733334 34.433334
 32.433334 35.366665 37.033333 34.833332 33.066666 32.1      29.966667
 29.766666 33.4      39.666668 36.933334 34.7      33.933334 32.233334
 30.666666 30.5      29.166666 27.8      28.2      28.366667 25.733334
 25.666666]",-0.74660319638893,242.62490021891617,0.4356080537931195
36,3,0.05,2,opinion-timeseries,dem,"[65.       65.       65.       56.333332 53.366665 53.366665 53.366665
 55.833332 55.833332 53.233334 47.7      45.2      42.866665 42.866665
 38.6      38.6      36.5      36.5      34.566666 33.066666 29.633333
 29.633333 30.466667 27.466667 24.833334 22.166666 19.966667 19.966667
 19.133333 19.133333 19.133333 19.133333 19.133333 19.133333 18.1
 22.6      22.6      27.       27.       27.       27.       29.333334
 26.633333 25.6      25.6      32.666668 39.666668 46.1      51.333332
 49.233334 49.9      44.533333 39.666668 35.633335 38.866665 38.866665
 38.866665 37.       37.       37.       38.266666 39.433334 39.433334
 37.2     ]",-0.555518728289588,444.28873489188356,0.5763327699927778
37,3,0.05,2,opinion-timeseries,mod,"[41.       44.333332 47.3      40.766666 38.666668 38.5      38.466667
 38.566666 41.633335 42.7      40.466667 40.4      40.2      40.033333
 36.2      34.933334 33.033333 32.866665 31.4      29.633333 25.8
 29.       33.133335 29.533333 26.433332 23.3      20.5      24.8
 24.7      28.533333 32.6      36.333332 39.233334 41.533333 39.7
 42.8      46.233334 46.2      43.7      41.266666 39.166668 40.766666
 38.633335 41.433334 42.366665 45.466667 48.8      51.       47.333332
 45.5      48.233334 47.866665 42.666668 38.266666 37.166668 35.1
 35.1      33.466667 31.7      31.666666 33.233334 35.5      32.366665
 30.566668]",-0.1809554499871865,308.49357547536977,0.4835169200936739
38,3,0.05,2,opinion-timeseries,rep,"[56.       60.066666 62.       52.333332 52.033333 47.1      44.6
 42.633335 45.833332 48.833332 43.733334 43.566666 43.233334 40.9
 40.433334 38.866665 38.5      35.       34.733334 34.366665 32.166668
 35.2      38.733334 38.4      31.4      26.133333 21.733334 25.633333
 25.233334 28.666666 33.066666 32.833332 32.8      36.166668 36.066666
 36.433334 39.766666 38.266666 34.266666 30.9      27.633333 30.833334
 28.866667 31.733334 33.233334 31.8      31.833334 31.566668 29.3
 29.166666 32.533333 39.166668 37.4      35.4      34.433334 32.666668
 31.1      31.       29.866667 28.466667 28.733334 29.3      26.5
 26.333334]",-0.8432808381071911,246.1491034511815,0.44211492282902565
39,3,0.05,3,opinion-timeseries,dem,"[55.       55.       55.       46.866665 44.433334 44.433334 44.433334
 47.233334 47.233334 44.533333 40.133335 37.8      36.066666 36.066666
 32.7      32.7      30.8      30.8      28.933332 27.866667 25.033333
 25.033333 25.833334 23.433332 21.166666 19.066668 17.3      17.3
 16.3      16.3      16.3      16.3      16.3      16.3      15.7
 19.733334 19.733334 23.633333 23.633333 23.633333 23.633333 26.1
 23.766666 22.066668 22.066668 29.7      36.633335 43.266666 48.633335
 46.233334 46.433334 41.633335 37.4      33.6      36.866665 36.866665
 36.866665 35.633335 35.633335 35.633335 36.833332 37.8      37.8
 35.833332]",-0.4169486152717411,472.0603202122143,0.6283439723334395
40,3,0.05,3,opinion-timeseries,mod,"[37.       40.833332 43.6      38.133335 36.6      36.5      36.5
 36.633335 39.566666 40.866665 38.233334 38.1      37.966667 37.9
 33.966667 32.333332 30.8      30.733334 29.333334 28.133333 24.4
 28.233334 32.166668 29.033333 25.6      23.666666 21.5      25.6
 25.533333 30.033333 33.366665 36.566666 39.133335 41.8      39.733334
 42.5      45.133335 46.1      43.733334 41.666668 39.8      41.266666
 38.633335 41.733334 42.166668 46.166668 48.933334 51.666668 49.466667
 47.433334 50.1      49.866665 44.566666 40.466667 38.866665 36.966667
 36.9      35.066666 33.5      33.433334 34.4      35.966667 32.2
 30.733334]",0.004209602162237254,308.8038767057411,0.4902393718906554
41,3,0.05,3,opinion-timeseries,rep,"[43.       48.466667 50.9      43.2      42.733334 38.466667 35.9
 34.266666 37.766666 40.733334 35.966667 35.666668 35.533333 33.566666
 33.       31.       30.833334 27.833334 27.633333 27.533333 25.933332
 29.833334 33.166668 32.6      27.866667 24.166666 20.5      24.766666
 24.666666 28.066668 31.166666 31.166666 31.566668 35.333332 35.3
 35.833332 39.       37.333332 33.666668 30.333334 26.833334 30.766666
 29.233334 32.566666 33.866665 33.266666 32.833332 31.866667 29.5
 29.333334 33.       38.333332 35.766666 33.4      32.266666 30.7
 29.033333 28.866667 27.266666 26.       26.3      26.633333 23.966667
 23.966667]",-0.646509053773415,263.1364265990424,0.47844615729815204
42,3,0.05,4,opinion-timeseries,dem,"[70.       70.       70.       60.6      57.933334 57.933334 57.933334
 60.233334 60.233334 57.666668 52.033333 49.333332 46.9      46.9
 42.3      42.3      39.8      39.8      37.333332 35.533333 31.933332
 31.933332 32.366665 28.866667 26.333334 23.966667 21.433332 21.433332
 20.233334 20.233334 20.233334 20.233334 20.233334 20.233334 19.633333
 23.466667 23.466667 27.2      27.2      27.2      27.2      29.8
 26.866667 25.2      25.2      32.4      39.533333 45.966667 51.166668
 49.133335 48.7      43.7      39.2      35.2      38.4      38.4
 38.4      35.966667 35.966667 35.966667 36.9      37.766666 37.766666
 35.6     ]",-0.6529173226246571,437.73404317976235,0.5610568905437585
43,3,0.05,4,opinion-timeseries,mod,"[41.       44.533333 47.3      41.633335 39.866665 39.6      39.4
 39.533333 42.5      42.766666 39.733334 39.666668 39.433334 39.3
 35.266666 33.466667 31.6      31.566668 29.6      28.266666 24.266666
 28.266666 32.766666 29.533333 26.866667 24.166666 22.033333 25.866667
 25.733334 29.3      32.7      35.666668 39.133335 42.066666 40.033333
 43.       45.833332 46.333332 44.033333 41.966667 39.5      40.966667
 38.533333 41.366665 41.933334 45.166668 47.233334 50.5      47.433334
 45.3      48.666668 48.966667 43.533333 39.366665 37.633335 35.8
 35.666668 34.066666 32.2      32.1      34.       35.466667 32.1
 30.5     ]",-0.19712719258379927,308.23330960373323,0.4824503851772878
44,3,0.05,4,opinion-timeseries,rep,"[46.       51.133335 53.633335 44.966667 44.733334 40.2      37.666668
 35.866665 38.933334 41.2      36.9      36.733334 36.566666 34.2
 33.633335 31.933332 31.733334 28.433332 28.3      28.2      26.2
 30.533333 33.633335 33.3      28.333334 23.966667 20.366667 24.333334
 24.266666 27.533333 31.666666 33.166668 33.333332 36.666668 36.5
 36.8      40.233334 38.1      34.033333 29.866667 27.066668 30.5
 28.633333 32.233334 33.533333 32.7      31.9      31.833334 29.566668
 29.466667 33.133335 38.9      37.       34.3      32.566666 31.133333
 29.333334 29.166666 27.966667 26.766666 27.166666 27.466667 24.666666
 24.633333]",-0.6732664860137445,259.7400354595113,0.4721491309316693
45,3,0.05,5,opinion-timeseries,dem,"[70.       70.       70.       60.533333 57.8      57.8      57.8
 59.9      59.9      57.566666 51.966667 49.7      47.266666 47.266666
 42.433334 42.433334 40.233334 40.233334 38.433334 37.066666 33.7
 33.7      32.966667 29.7      26.933332 24.4      21.866667 21.866667
 20.833334 20.833334 20.833334 20.833334 20.833334 20.833334 19.766666
 23.966667 23.966667 28.166666 28.166666 28.166666 28.166666 30.633333
 27.633333 26.166666 26.166666 32.933334 38.7      44.733334 49.633335
 46.933334 46.833332 42.166668 37.9      34.4      37.866665 37.866665
 37.866665 36.       36.       36.       37.966667 39.333332 39.333332
 37.133335]",-0.6708431943105778,435.1550999672012,0.5582440923544587
46,3,0.05,5,opinion-timeseries,mod,"[45.       47.866665 50.3      44.266666 42.4      42.1      42.033333
 42.166668 44.566666 45.4      42.133335 41.866665 41.6      41.466667
 36.966667 35.333332 33.633335 33.6      31.8      29.966667 25.566668
 29.133333 32.7      29.733334 26.866667 24.7      22.566668 26.566668
 26.566668 29.866667 33.266666 36.433334 39.766666 42.733334 40.966667
 43.966667 46.4      46.6      43.933334 41.466667 39.133335 40.933334
 38.5      41.333332 41.7      45.033333 47.733334 49.9      48.533333
 46.9      49.833332 49.066666 44.566666 39.8      37.566666 35.766666
 35.733334 33.8      32.266666 32.166668 34.166668 35.866665 32.866665
 31.1     ]",-0.308944922381701,302.2918981552813,0.46692762279215305
47,3,0.05,5,opinion-timeseries,rep,"[56.       60.866665 62.8      51.866665 51.666668 47.666668 45.366665
 43.4      46.133335 48.9      43.566666 43.4      43.166668 41.033333
 40.566666 38.466667 38.333332 34.533333 34.3      34.166668 32.333332
 35.933334 39.233334 38.666668 32.866665 27.6      23.133333 27.133333
 26.833334 30.7      34.333332 34.533333 35.6      39.033333 38.6
 38.933334 42.7      40.833332 36.366665 33.133335 29.466667 32.566666
 30.433332 33.933334 35.5      34.666668 33.766666 32.566666 30.6
 30.4      33.433334 38.766666 36.333332 34.333332 33.       31.433332
 29.866667 29.733334 27.966667 26.233334 26.3      26.666666 24.333334
 24.1     ]",-0.8351350335417926,242.57600003859565,0.4343426067738688
48,3,0.05,6,opinion-timeseries,dem,"[63.       63.       63.       54.       51.666668 51.666668 51.666668
 54.2      54.2      51.366665 46.566666 44.266666 41.833332 41.833332
 37.866665 37.866665 35.566666 35.566666 33.333332 31.666666 28.5
 28.5      29.2      26.366667 23.9      21.733334 19.433332 19.433332
 18.9      18.9      18.9      18.9      18.9      18.9      18.266666
 22.133333 22.133333 25.4      25.4      25.4      25.4      27.5
 25.1      24.       24.       31.9      37.733334 42.833332 48.466667
 45.7      46.033333 41.833332 36.933334 33.433334 37.033333 37.033333
 37.033333 34.8      34.8      34.8      36.366665 37.5      37.5
 35.3     ]",-0.5907144528288292,454.71975362129683,0.5929840141628872
49,3,0.05,6,opinion-timeseries,mod,"[43.       46.       49.166668 43.033333 40.933334 40.833332 40.7
 40.833332 44.       44.1      41.666668 41.566666 41.266666 41.2
 37.       35.2      33.4      33.266666 31.733334 30.433332 26.066668
 30.       34.566666 31.666666 28.866667 26.333334 23.766666 28.133333
 28.       32.033333 35.       38.2      41.033333 43.666668 41.7
 44.533333 47.5      47.966667 45.6      43.4      41.433334 42.3
 40.066666 42.9      43.4      46.566666 50.5      53.1      49.366665
 46.6      49.533333 49.466667 44.233334 39.666668 38.266666 36.033333
 35.866665 34.266666 32.433334 32.366665 33.6      35.233334 31.2
 29.733334]",-0.20689270932893142,297.5404808792342,0.46264325602524004
50,3,0.05,6,opinion-timeseries,rep,"[41.       47.066666 49.333332 42.6      42.266666 38.366665 36.6
 35.2      38.4      40.833332 36.5      36.366665 36.266666 34.733334
 34.5      32.7      32.366665 28.833334 28.633333 28.3      26.166666
 29.866667 33.866665 33.433334 29.166666 24.366667 20.833334 25.166666
 24.933332 28.466667 32.066666 32.133335 32.366665 36.5      36.266666
 36.833332 39.833332 38.233334 34.266666 31.033333 27.933332 32.133335
 30.4      33.966667 35.133335 33.5      32.733334 32.333332 30.366667
 30.2      34.       41.133335 38.433334 35.766666 34.233334 31.966667
 30.333334 30.133333 28.366667 26.966667 27.3      27.633333 25.166666
 24.933332]",-0.5762943103885243,255.9206519517942,0.4651590341381244
51,3,0.05,7,opinion-timeseries,dem,"[59.       59.       59.       50.3      47.9      47.9      47.9
 50.5      50.5      48.1      43.966667 41.766666 39.7      39.7
 36.1      36.1      34.766666 34.766666 32.933334 31.466667 28.3
 28.3      29.3      26.8      23.966667 21.366667 19.       19.
 18.5      18.5      18.5      18.5      18.5      18.5      17.633333
 22.066668 22.066668 26.466667 26.466667 26.466667 26.466667 29.233334
 26.066668 24.966667 24.966667 32.1      38.133335 43.9      49.033333
 47.366665 47.166668 43.       38.3      34.133335 37.766666 37.766666
 37.766666 35.866665 35.866665 35.866665 36.566666 36.933334 36.933334
 35.133335]",-0.5034287151611165,455.5306595455742,0.6010702211464469
52,3,0.05,7,opinion-timeseries,mod,"[42.       45.266666 47.9      41.566666 39.633335 39.4      39.333332
 39.6      43.2      43.566666 41.166668 41.       40.833332 40.666668
 36.766666 34.766666 32.566666 32.4      30.533333 28.9      25.166666
 29.033333 33.866665 30.866667 27.366667 24.766666 22.266666 26.466667
 26.333334 29.9      33.9      36.666668 39.4      42.033333 39.7
 42.666668 45.466667 45.433334 43.066666 40.1      37.833332 39.4
 37.1      40.6      40.633335 44.433334 47.7      50.933334 48.966667
 46.366665 48.833332 49.033333 44.266666 39.766666 37.866665 35.833332
 35.733334 33.933334 32.266666 32.2      34.266666 36.366665 32.533333
 31.266666]",-0.20271074150233132,305.5859970829995,0.478124013119652
53,3,0.05,7,opinion-timeseries,rep,"[37.       42.866665 46.266666 38.8      38.666668 34.933334 33.233334
 31.766666 35.433334 37.7      33.333332 33.233334 33.033333 30.833334
 30.566668 29.066668 28.766666 26.1      25.866667 25.666666 23.733334
 28.233334 31.433332 31.3      26.366667 22.666666 18.766666 23.366667
 23.3      27.133333 30.6      31.3      32.633335 35.833332 35.733334
 36.266666 39.5      38.166668 34.666668 31.233334 28.066668 32.
 30.033333 33.3      35.2      33.833332 33.266666 32.3      30.066668
 29.966667 34.566666 40.966667 38.333332 35.966667 34.433334 32.5
 30.966667 30.7      29.233334 27.933332 28.166666 28.4      25.633333
 25.5     ]",-0.34606618312995785,263.2109562376575,0.48627652691589346
54,3,0.05,9,opinion-timeseries,dem,"[57.       57.       57.       48.8      46.033333 46.033333 46.033333
 49.033333 49.033333 46.366665 41.866665 39.966667 38.2      38.2
 34.6      34.6      33.233334 33.233334 31.333334 29.766666 26.733334
 26.733334 28.233334 25.9      23.1      20.8      18.6      18.6
 17.233334 17.233334 17.233334 17.233334 17.233334 17.233334 16.233334
 20.933332 20.933332 25.166666 25.166666 25.166666 25.166666 28.3
 25.833334 24.266666 24.266666 31.133333 39.066666 44.233334 49.533333
 46.933334 46.933334 42.       38.366665 34.9      38.1      38.1
 38.1      36.3      36.3      36.3      37.133335 37.9      37.9
 35.8     ]",-0.445197613561695,461.3033747312207,0.611533633307308
55,3,0.05,9,opinion-timeseries,mod,"[39.       42.633335 45.7      39.833332 37.466667 37.2      37.166668
 37.3      39.833332 40.733334 38.2      37.966667 37.866665 37.8
 33.9      32.366665 30.8      30.733334 29.       27.466667 23.666666
 27.566668 32.       28.766666 25.333334 22.1      19.6      23.3
 23.2      26.933332 30.766666 34.366665 37.3      39.9      38.1
 41.066666 44.       43.9      41.533333 38.266666 36.6      37.6
 35.5      38.4      40.       44.366665 47.7      51.1      48.766666
 46.2      48.9      48.866665 44.666668 40.633335 38.866665 36.833332
 36.766666 35.033333 33.233334 33.2      34.3      35.333332 32.1
 30.7     ]",-0.10170395957771157,316.0668808526408,0.4992461891646983
56,3,0.05,9,opinion-timeseries,rep,"[57.       60.833332 63.333332 52.566666 52.2      46.733334 44.666668
 42.9      46.2      48.166668 43.8      43.5      43.266666 41.5
 40.933334 39.166668 39.033333 35.833332 35.633335 35.5      33.266666
 36.666668 39.433334 39.       32.733334 27.366667 23.133333 26.633333
 26.466667 30.433332 33.866665 34.433334 34.666668 38.       37.766666
 38.366665 41.233334 39.3      35.4      32.       28.833334 32.333332
 30.166666 33.566666 35.166668 33.5      32.233334 31.9      29.733334
 29.633333 33.266666 39.966667 37.933334 36.       34.666668 32.466667
 30.966667 30.766666 29.066668 27.8      28.1      28.066668 24.9
 24.8     ]",-0.8409267495396932,241.61172102838415,0.4342261090568421
57,3,0.1,0,opinion-timeseries,dem,"[65.       65.       65.       47.7      43.4      43.4      43.4
 48.9      48.9      43.633335 34.866665 30.966667 27.966667 27.966667
 22.433332 22.433332 20.466667 20.466667 18.066668 16.133333 12.833333
 12.833333 18.7      15.033334 12.166667 10.1       7.9       7.9
  6.9       6.9       6.9       6.9       6.9       6.9       6.2
 15.366667 15.366667 25.4      25.4      25.4      25.4      30.966667
 25.266666 23.       23.       39.       49.466667 58.666668 66.26667
 59.433334 57.066666 46.4      37.266666 29.533333 36.166668 36.166668
 36.166668 32.2      32.2      32.2      35.333332 36.4      36.4
 33.466667]",-0.2556450261569198,498.51430936347487,0.6523983499386854
58,3,0.1,0,opinion-timeseries,mod,"[47.       52.333332 56.9      43.833332 39.666668 39.2      38.9
 39.766666 46.366665 46.566666 40.1      39.1      38.2      37.833332
 30.833334 27.733334 24.7      24.266666 21.633333 18.933332 14.4
 22.766666 33.6      27.133333 21.733334 17.9      14.233334 23.866667
 23.3      30.866667 37.666668 42.9      47.933334 54.       48.8
 53.866665 58.933334 57.966667 52.133335 46.733334 42.2      44.733334
 39.633335 44.7      46.033333 52.5      56.833332 59.033333 52.
 46.3      50.9      49.366665 39.3      30.933332 29.3      26.566668
 26.4      23.933332 21.133333 21.066668 25.933332 29.6      24.666666
 22.033333]",-0.2263836994122707,323.4545212847885,0.4848739873436587
59,3,0.1,0,opinion-timeseries,rep,"[37.       48.766666 53.9      37.366665 36.5      29.866667 27.
 26.833334 34.5      39.4      29.233334 28.666666 27.933332 25.133333
 24.033333 21.7      21.066668 16.933332 16.4      16.       13.866667
 22.933332 31.133333 29.4      20.566668 14.6      10.133333 19.666666
 19.166666 28.166666 35.266666 34.2      35.233334 41.333332 40.033333
 41.166668 47.366665 44.366665 35.966667 29.533333 24.133333 33.466667
 29.033333 35.733334 36.866665 35.966667 33.833332 33.633335 29.833334
 29.066668 37.833332 48.2      41.5      35.8      33.4      29.866667
 26.866667 26.4      23.466667 21.4      22.433332 23.666666 18.766666
 18.366667]",-0.1556011829838924,283.23102142477245,0.5221399523775905
60,3,0.1,1,opinion-timeseries,dem,"[60.        60.        60.        43.833332  39.4       39.4
 39.4       46.033333  46.033333  41.433334  33.766666  31.1
 27.7       27.7       22.433332  22.433332  20.166666  20.166666
 18.233334  16.5       13.533334  13.533334  19.        15.333333
 12.233334   9.5        7.6        7.6        7.0666666  7.0666666
  7.0666666  7.0666666  7.0666666  7.0666666  6.3       15.833333
 15.833333  23.633333  23.633333  23.633333  23.633333  29.2
 23.166666  20.8       20.8       36.333332  47.9       56.633335
 65.2       59.4       56.933334  45.633335  36.766666  29.366667
 37.033333  37.033333  37.033333  33.166668  33.166668  33.166668
 35.233334  36.8       36.8       33.033333 ]",-0.20274410580988453,502.19175934418945,0.6636284762507952
61,3,0.1,1,opinion-timeseries,mod,"[34.       41.433334 47.266666 35.666668 32.066666 31.5      31.266666
 32.066666 38.4      40.4      35.166668 34.5      33.866665 33.5
 27.033333 24.1      21.666666 21.4      19.166666 17.433332 12.333333
 21.566668 33.233334 26.833334 21.666666 17.466667 13.933333 23.
 22.233334 29.533333 37.333332 42.933334 47.6      52.466667 47.466667
 52.833332 56.7      56.166668 50.3      44.366665 39.933334 43.2
 37.7      42.366665 42.9      49.866665 53.8      58.266666 50.133335
 45.2      50.566666 49.1      38.7      30.9      28.6      25.533333
 25.333334 22.9      20.766666 20.666666 25.9      29.766666 23.366667
 21.066668]",-0.004361438890013484,337.182384933837,0.5245007383834499
