,er_p,complex_spread_ratio,repetition,measure,pen_name,data,pearson,euclidean,mape
335,0.1,0.95,1,opinion-timeseries,rep,"[48. 48. 48. 48. 48. 48. 48. 48. 48. 48. 48. 48. 48. 48. 48. 48. 48. 48.
 48. 48. 48. 48. 48. 48. 48. 48. 48. 48. 48. 48. 48. 48. 48. 48. 48. 48.
 48. 48. 48. 48. 48. 48. 48. 48. 48. 48. 48. 48. 48. 48. 48. 48. 48. 48.
 48. 48. 48. 48. 48. 48. 48. 48. 48. 48.]",,133.24206280300524,0.23733261936203726
336,0.1,0.95,3,opinion-timeseries,dem,"[72. 72. 72. 72. 72. 72. 72. 72. 72. 72. 72. 72. 72. 72. 72. 72. 72. 72.
 72. 72. 72. 72. 72. 72. 72. 72. 72. 72. 72. 72. 72. 72. 72. 72. 72. 72.
 72. 72. 72. 72. 72. 72. 72. 72. 72. 72. 72. 72. 72. 72. 72. 72. 72. 72.
 72. 72. 72. 72. 72. 72. 72. 72. 72. 72.]",,150.39800231386053,0.1891198468502305
337,0.1,0.95,3,opinion-timeseries,mod,"[54. 54. 54. 54. 54. 54. 54. 54. 54. 54. 54. 54. 54. 54. 54. 54. 54. 54.
 54. 54. 54. 54. 54. 54. 54. 54. 54. 54. 54. 54. 54. 54. 54. 54. 54. 54.
 54. 54. 54. 54. 54. 54. 54. 54. 54. 54. 54. 54. 54. 54. 54. 54. 54. 54.
 54. 54. 54. 54. 54. 54. 54. 54. 54. 54.]",,175.26282977288707,0.26545067100297853
338,0.1,0.95,3,opinion-timeseries,rep,"[39. 39. 39. 39. 39. 39. 39. 39. 39. 39. 39. 39. 39. 39. 39. 39. 39. 39.
 39. 39. 39. 39. 39. 39. 39. 39. 39. 39. 39. 39. 39. 39. 39. 39. 39. 39.
 39. 39. 39. 39. 39. 39. 39. 39. 39. 39. 39. 39. 39. 39. 39. 39. 39. 39.
 39. 39. 39. 39. 39. 39. 39. 39. 39. 39.]",,201.31107098219906,0.375404625597047
339,0.1,0.95,4,opinion-timeseries,dem,"[62. 62. 62. 62. 62. 62. 62. 62. 62. 62. 62. 62. 62. 62. 62. 62. 62. 62.
 62. 62. 62. 62. 62. 62. 62. 62. 62. 62. 62. 62. 62. 62. 62. 62. 62. 62.
 62. 62. 62. 62. 62. 62. 62. 62. 62. 62. 62. 62. 62. 62. 62. 62. 62. 62.
 62. 62. 62. 62. 62. 62. 62. 62. 62. 62.]",,225.32678291761056,0.2968685425004207
340,0.1,0.95,4,opinion-timeseries,mod,"[41. 41. 41. 41. 41. 41. 41. 41. 41. 41. 41. 41. 41. 41. 41. 41. 41. 41.
 41. 41. 41. 41. 41. 41. 41. 41. 41. 41. 41. 41. 41. 41. 41. 41. 41. 41.
 41. 41. 41. 41. 41. 41. 41. 41. 41. 41. 41. 41. 41. 41. 41. 41. 41. 41.
 41. 41. 41. 41. 41. 41. 41. 41. 41. 41.]",,274.10136719834145,0.43827332580115275
341,0.1,0.95,4,opinion-timeseries,rep,"[51. 51. 51. 51. 51. 51. 51. 51. 51. 51. 51. 51. 51. 51. 51. 51. 51. 51.
 51. 51. 51. 51. 51. 51. 51. 51. 51. 51. 51. 51. 51. 51. 51. 51. 51. 51.
 51. 51. 51. 51. 51. 51. 51. 51. 51. 51. 51. 51. 51. 51. 51. 51. 51. 51.
 51. 51. 51. 51. 51. 51. 51. 51. 51. 51.]",,111.65369362452813,0.19854948365812256
342,0.1,0.95,5,opinion-timeseries,dem,"[63. 63. 63. 63. 63. 63. 63. 63. 63. 63. 63. 63. 63. 63. 63. 63. 63. 63.
 63. 63. 63. 63. 63. 63. 63. 63. 63. 63. 63. 63. 63. 63. 63. 63. 63. 63.
 63. 63. 63. 63. 63. 63. 63. 63. 63. 63. 63. 63. 63. 63. 63. 63. 63. 63.
 63. 63. 63. 63. 63. 63. 63. 63. 63. 63.]",,217.67153948093443,0.28552771254075004
343,0.1,0.95,5,opinion-timeseries,mod,"[35. 35. 35. 35. 35. 35. 35. 35. 35. 35. 35. 35. 35. 35. 35. 35. 35. 35.
 35. 35. 35. 35. 35. 35. 35. 35. 35. 35. 35. 35. 35. 35. 35. 35. 35. 35.
 35. 35. 35. 35. 35. 35. 35. 35. 35. 35. 35. 35. 35. 35. 35. 35. 35. 35.
 35. 35. 35. 35. 35. 35. 35. 35. 35. 35.]",,320.82169424775503,0.5204772293424476
344,0.1,0.95,5,opinion-timeseries,rep,"[52. 52. 52. 52. 52. 52. 52. 52. 52. 52. 52. 52. 52. 52. 52. 52. 52. 52.
 52. 52. 52. 52. 52. 52. 52. 52. 52. 52. 52. 52. 52. 52. 52. 52. 52. 52.
 52. 52. 52. 52. 52. 52. 52. 52. 52. 52. 52. 52. 52. 52. 52. 52. 52. 52.
 52. 52. 52. 52. 52. 52. 52. 52. 52. 52.]",,104.69119972566938,0.18651123823965438
345,0.1,0.95,6,opinion-timeseries,dem,"[65. 65. 65. 65. 65. 65. 65. 65. 65. 65. 65. 65. 65. 65. 65. 65. 65. 65.
 65. 65. 65. 65. 65. 65. 65. 65. 65. 65. 65. 65. 65. 65. 65. 65. 65. 65.
 65. 65. 65. 65. 65. 65. 65. 65. 65. 65. 65. 65. 65. 65. 65. 65. 65. 65.
 65. 65. 65. 65. 65. 65. 65. 65. 65. 65.]",,202.44105092594236,0.2628460526214088
346,0.1,0.95,6,opinion-timeseries,mod,"[47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47.
 47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47.
 47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47.
 47. 47. 47. 47. 47. 47. 47. 47. 47. 47.]",,227.913491263681,0.35606942225985805
347,0.1,0.95,6,opinion-timeseries,rep,"[53. 53. 53. 53. 53. 53. 53. 53. 53. 53. 53. 53. 53. 53. 53. 53. 53. 53.
 53. 53. 53. 53. 53. 53. 53. 53. 53. 53. 53. 53. 53. 53. 53. 53. 53. 53.
 53. 53. 53. 53. 53. 53. 53. 53. 53. 53. 53. 53. 53. 53. 53. 53. 53. 53.
 53. 53. 53. 53. 53. 53. 53. 53. 53. 53.]",,97.88742156171034,0.17482478637203527
348,0.1,0.95,7,opinion-timeseries,dem,"[62. 62. 62. 62. 62. 62. 62. 62. 62. 62. 62. 62. 62. 62. 62. 62. 62. 62.
 62. 62. 62. 62. 62. 62. 62. 62. 62. 62. 62. 62. 62. 62. 62. 62. 62. 62.
 62. 62. 62. 62. 62. 62. 62. 62. 62. 62. 62. 62. 62. 62. 62. 62. 62. 62.
 62. 62. 62. 62. 62. 62. 62. 62. 62. 62.]",,225.32678291761056,0.2968685425004207
349,0.1,0.95,7,opinion-timeseries,mod,"[40. 40. 40. 40. 40. 40. 40. 40. 40. 40. 40. 40. 40. 40. 40. 40. 40. 40.
 40. 40. 40. 40. 40. 40. 40. 40. 40. 40. 40. 40. 40. 40. 40. 40. 40. 40.
 40. 40. 40. 40. 40. 40. 40. 40. 40. 40. 40. 40. 40. 40. 40. 40. 40. 40.
 40. 40. 40. 40. 40. 40. 40. 40. 40. 40.]",,281.85822588670356,0.4519739763913685
350,0.1,0.95,7,opinion-timeseries,rep,"[50. 50. 50. 50. 50. 50. 50. 50. 50. 50. 50. 50. 50. 50. 50. 50. 50. 50.
 50. 50. 50. 50. 50. 50. 50. 50. 50. 50. 50. 50. 50. 50. 50. 50. 50. 50.
 50. 50. 50. 50. 50. 50. 50. 50. 50. 50. 50. 50. 50. 50. 50. 50. 50. 50.
 50. 50. 50. 50. 50. 50. 50. 50. 50. 50.]",,118.74698859339547,0.2109887656017635
351,0.1,0.95,8,opinion-timeseries,dem,"[61. 61. 61. 61. 61. 61. 61. 61. 61. 61. 61. 61. 61. 61. 61. 61. 61. 61.
 61. 61. 61. 61. 61. 61. 61. 61. 61. 61. 61. 61. 61. 61. 61. 61. 61. 61.
 61. 61. 61. 61. 61. 61. 61. 61. 61. 61. 61. 61. 61. 61. 61. 61. 61. 61.
 61. 61. 61. 61. 61. 61. 61. 61. 61. 61.]",,233.00519114388845,0.3082093724600913
352,0.1,0.95,8,opinion-timeseries,mod,"[41. 41. 41. 41. 41. 41. 41. 41. 41. 41. 41. 41. 41. 41. 41. 41. 41. 41.
 41. 41. 41. 41. 41. 41. 41. 41. 41. 41. 41. 41. 41. 41. 41. 41. 41. 41.
 41. 41. 41. 41. 41. 41. 41. 41. 41. 41. 41. 41. 41. 41. 41. 41. 41. 41.
 41. 41. 41. 41. 41. 41. 41. 41. 41. 41.]",,274.10136719834145,0.43827332580115275
353,0.1,0.95,8,opinion-timeseries,rep,"[51. 51. 51. 51. 51. 51. 51. 51. 51. 51. 51. 51. 51. 51. 51. 51. 51. 51.
 51. 51. 51. 51. 51. 51. 51. 51. 51. 51. 51. 51. 51. 51. 51. 51. 51. 51.
 51. 51. 51. 51. 51. 51. 51. 51. 51. 51. 51. 51. 51. 51. 51. 51. 51. 51.
 51. 51. 51. 51. 51. 51. 51. 51. 51. 51.]",,111.65369362452813,0.19854948365812256
354,0.1,0.95,9,opinion-timeseries,dem,"[66. 66. 66. 66. 66. 66. 66. 66. 66. 66. 66. 66. 66. 66. 66. 66. 66. 66.
 66. 66. 66. 66. 66. 66. 66. 66. 66. 66. 66. 66. 66. 66. 66. 66. 66. 66.
 66. 66. 66. 66. 66. 66. 66. 66. 66. 66. 66. 66. 66. 66. 66. 66. 66. 66.
 66. 66. 66. 66. 66. 66. 66. 66. 66. 66.]",,194.8720582844036,0.2518208792273947
355,0.1,0.95,9,opinion-timeseries,mod,"[47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47.
 47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47.
 47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47.
 47. 47. 47. 47. 47. 47. 47. 47. 47. 47.]",,227.913491263681,0.35606942225985805
356,0.1,0.95,9,opinion-timeseries,rep,"[46. 46. 46. 46. 46. 46. 46. 46. 46. 46. 46. 46. 46. 46. 46. 46. 46. 46.
 46. 46. 46. 46. 46. 46. 46. 46. 46. 46. 46. 46. 46. 46. 46. 46. 46. 46.
 46. 46. 46. 46. 46. 46. 46. 46. 46. 46. 46. 46. 46. 46. 46. 46. 46. 46.
 46. 46. 46. 46. 46. 46. 46. 46. 46. 46.]",,148.04744948833124,0.26566599954871756
357,0.25,0.05,0,opinion-timeseries,dem,"[ 59.        59.        59.         0.         0.         0.
   0.       100.       100.       100.       100.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.         0.         0.       100.         5.733333
   0.         0.         0.         0.         0.         0.
   0.         0.         0.         0.         0.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.       100.         0.      ]",0.32221955937130736,382.68916836244296,0.3651457102446488
358,0.25,0.05,0,opinion-timeseries,mod,"[48.       91.       91.       91.       91.       65.7      65.7
 91.       91.       91.       65.       65.       65.       65.
 65.       65.       65.       49.366665 49.366665 49.366665 49.
 91.       91.       66.933334 49.266666 49.       49.       91.
 91.       91.       91.       91.       91.       91.       66.
 91.       91.       91.       65.333336 52.533333 49.133335 91.
 91.       91.       91.       91.       91.       91.       91.
 91.       91.       91.       91.       91.       91.       91.
 91.       91.       91.       91.       91.       91.       65.86667
 52.666668]",0.13090953230194244,145.55316059298525,0.22243184323111356
359,0.25,0.05,0,opinion-timeseries,rep,"[ 51.       100.       100.       100.       100.        13.466666
  13.466666 100.       100.       100.        10.466666  10.466666
  10.466666  10.466666  10.466666  10.466666  10.466666   0.
   0.         0.         0.       100.       100.         9.433333
   0.         0.         0.       100.       100.       100.
 100.       100.       100.       100.         9.3      100.
 100.       100.        10.833333   0.         0.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.         9.8        0.      ]",0.20093181425837223,353.7965901711005,0.6818776626313964
360,0.25,0.05,1,opinion-timeseries,dem,"[ 69.         84.         84.          0.          0.          0.
   0.         98.03333    98.96667    99.         49.         49.
  49.         49.         49.         49.         49.         49.
  49.         49.          0.          6.6666665 100.          0.
   0.          0.          0.          3.3333333   3.3333333  35.
  45.          5.         11.666667   26.666666    0.         96.8
  98.53333   100.         50.         50.         50.         97.
  97.         98.566666   98.566666  100.        100.        100.
 100.        100.        100.        100.        100.        100.
 100.        100.        100.        100.        100.        100.
 100.        100.         50.          0.       ]",0.35436357289161236,381.39491646051795,0.4041998621300782
361,0.25,0.05,1,opinion-timeseries,mod,"[50.       80.       80.       35.333332 35.333332 12.       12.
 38.733334 50.3      50.966667 12.       12.       12.       12.
 12.       12.       12.       12.       12.       12.       12.
 37.066666 50.933334 12.       12.       12.       12.       38.833332
 38.833332 49.7      50.866665 37.       37.266666 49.466667 12.
 37.266666 49.866665 50.933334 12.       12.       12.       38.466667
 38.466667 50.       51.       51.       51.       51.       51.
 51.       51.       51.       51.       51.       51.       51.
 51.       51.       51.       51.       51.       51.       12.
 12.      ]",-0.017164950790804413,352.44258962047536,0.5446930983439925
362,0.25,0.05,1,opinion-timeseries,rep,"[ 46.       100.       100.        95.5       95.5        0.
   0.        96.333336 100.       100.         0.         0.
   0.         0.         0.         0.         0.         0.
   0.         0.         0.        95.9      100.         0.
   0.         0.         0.        95.7       95.7      100.
 100.        95.933334  95.4       99.96667    0.        96.26667
 100.       100.         0.         0.         0.        96.7
  96.7      100.       100.       100.       100.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.         0.         0.      ]",0.22251023681731813,370.2980903226339,0.7050720389102471
363,0.25,0.05,2,opinion-timeseries,dem,"[ 66.          66.          66.           0.           0.
   0.           0.          99.          99.          99.
  99.          99.          99.          99.          99.
  99.          99.          99.          99.          99.
   0.           0.         100.           0.36666667   0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
  99.566666    99.566666   100.         100.         100.
 100.          98.86667     98.86667     98.86667     98.86667
 100.         100.         100.         100.         100.
 100.         100.         100.         100.         100.
 100.         100.         100.         100.         100.
 100.         100.         100.           0.        ]",0.3057148795018396,382.986040974511,0.35822461789781207
364,0.25,0.05,2,opinion-timeseries,mod,"[46.       85.       85.       76.13333  76.13333  16.066668 16.066668
 79.13333  82.76667  83.       17.466667 17.466667 17.466667 17.466667
 17.466667 17.466667 17.466667 14.       14.       14.       14.
 75.333336 83.       17.233334 14.       14.       14.       76.96667
 76.96667  82.63333  83.       79.23333  78.53333  82.833336 17.333334
 78.9      82.833336 83.       17.566668 14.       14.       76.166664
 76.166664 82.566666 83.       83.       83.       83.       83.
 83.       83.       83.       83.       83.       83.       83.
 83.       83.       83.       83.       83.       83.       16.933332
 14.      ]",0.12102145507849865,286.6578597085785,0.3482696058864321
365,0.25,0.05,2,opinion-timeseries,rep,"[ 59.         100.         100.          98.166664    98.166664
   0.16666667   0.16666667  98.96667    100.         100.
   0.6          0.6          0.6          0.6          0.6
   0.6          0.6          0.           0.           0.
   0.          98.2        100.           0.4          0.
   0.           0.          99.13333     99.13333    100.
 100.          99.23333     99.         100.           0.13333334
  99.4        100.         100.           0.5          0.
   0.          98.76667     98.76667    100.         100.
 100.         100.         100.         100.         100.
 100.         100.         100.         100.         100.
 100.         100.         100.         100.         100.
 100.         100.           0.56666666   0.        ]",0.2058118616673924,372.6213511216694,0.7162462916176655
366,0.25,0.05,3,opinion-timeseries,dem,"[ 69.       69.       69.        0.        0.        0.        0.
  95.2      95.2      95.2      95.2      95.2      95.2      95.2
  95.2      95.2      95.2      95.2      95.2      95.2       0.
   0.      100.        0.        0.        0.        0.        0.
   0.        0.        0.        0.        0.        0.        0.
  97.36667  97.36667 100.      100.      100.      100.       98.1
  98.1      98.1      98.1     100.      100.      100.      100.
 100.      100.      100.      100.      100.      100.      100.
 100.      100.      100.      100.      100.      100.      100.
   0.     ]",0.3122207538600977,381.1785631970208,0.3476186373844319
367,0.25,0.05,3,opinion-timeseries,mod,"[45.       75.       75.       54.333332 54.333332 10.066667 10.066667
 48.166668 56.366665 56.6      10.       10.       10.       10.
 10.       10.       10.       10.       10.       10.       10.
 48.2      56.       10.       10.       10.       10.       47.5
 47.5      55.9      56.       48.8      48.1      55.866665 10.
 49.466667 55.966667 56.       10.       10.       10.       48.
 48.       55.866665 56.       56.       56.       56.       56.
 56.       56.       56.       56.       56.       56.       56.
 56.       56.       56.       56.       56.       56.       10.
 10.      ]",0.01473842504587423,340.1036422131529,0.4939918910375194
368,0.25,0.05,3,opinion-timeseries,rep,"[4.6000000e+01 1.0000000e+02 1.0000000e+02 9.5833336e+01 9.5833336e+01
 3.3333335e-02 3.3333335e-02 9.6699997e+01 1.0000000e+02 1.0000000e+02
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 9.4533333e+01 1.0000000e+02 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 9.5900002e+01 9.5900002e+01 1.0000000e+02
 1.0000000e+02 9.5533333e+01 9.5966667e+01 1.0000000e+02 0.0000000e+00
 9.7966667e+01 1.0000000e+02 1.0000000e+02 0.0000000e+00 0.0000000e+00
 0.0000000e+00 9.6933334e+01 9.6933334e+01 1.0000000e+02 1.0000000e+02
 1.0000000e+02 1.0000000e+02 1.0000000e+02 1.0000000e+02 1.0000000e+02
 1.0000000e+02 1.0000000e+02 1.0000000e+02 1.0000000e+02 1.0000000e+02
 1.0000000e+02 1.0000000e+02 1.0000000e+02 1.0000000e+02 1.0000000e+02
 1.0000000e+02 1.0000000e+02 0.0000000e+00 0.0000000e+00]",0.22234898973642714,370.5126092483766,0.7056671374626662
369,0.25,0.05,4,opinion-timeseries,dem,"[ 70.         70.         70.          0.          0.          0.
   0.        100.        100.        100.        100.        100.
 100.        100.        100.        100.        100.        100.
 100.        100.          0.          0.        100.          2.5666666
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.        100.
 100.        100.        100.        100.        100.        100.
 100.        100.        100.        100.        100.        100.
 100.        100.        100.        100.        100.        100.
 100.        100.        100.        100.        100.        100.
 100.        100.        100.          0.       ]",0.2920580417454054,383.099947214248,0.36128754664868346
370,0.25,0.05,4,opinion-timeseries,mod,"[52.       89.       89.       87.9      87.9      49.466667 49.466667
 88.       88.       88.       49.466667 49.466667 49.466667 49.466667
 49.466667 49.466667 49.466667 41.       41.       41.       41.
 87.833336 88.       47.966667 41.       41.       41.       87.933334
 87.933334 88.       88.       87.833336 87.96667  88.       48.666668
 87.933334 88.       88.       48.766666 41.166668 41.       87.86667
 87.86667  88.       88.       88.       88.       88.       88.
 88.       88.       88.       88.       88.       88.       88.
 88.       88.       88.       88.       88.       88.       47.833332
 41.166668]",0.1166018638906654,171.29040395458514,0.2537531747762182
371,0.25,0.05,4,opinion-timeseries,rep,"[ 45.        100.        100.        100.        100.          2.9
   2.9       100.        100.        100.          2.5333333   2.5333333
   2.5333333   2.5333333   2.5333333   2.5333333   2.5333333   0.
   0.          0.          0.        100.        100.          0.9
   0.          0.          0.        100.        100.        100.
 100.        100.        100.        100.          2.0666666 100.
 100.        100.          2.9         0.          0.        100.
 100.        100.        100.        100.        100.        100.
 100.        100.        100.        100.        100.        100.
 100.        100.        100.        100.        100.        100.
 100.        100.          1.9666667   0.       ]",0.2145783033154393,369.71508755932433,0.7080267992180467
372,0.25,0.05,5,opinion-timeseries,dem,"[ 69.        69.        69.         0.         0.         0.
   0.        45.5       45.5       45.5       45.5       45.5
  45.5       45.5       45.5       45.5       45.5       45.5
  45.5       45.5        0.         0.        98.86667    0.
   0.         0.         0.         0.         0.         0.
   0.         0.         0.         0.         0.        49.866665
  49.866665 100.       100.       100.       100.        52.266666
  52.266666  52.266666  52.266666 100.       100.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.       100.         0.      ]",0.45042570544939387,415.69366281909475,0.4486718458355373
373,0.25,0.05,5,opinion-timeseries,mod,"[42.       68.       68.        9.066667  9.066667  6.        6.
 10.033334 16.5      21.933332  6.        6.        6.        6.
  6.        6.        6.        6.        6.        6.        6.
  8.833333 21.966667  6.        6.        6.        6.        8.5
  8.5      15.033334 21.166666  9.133333  8.833333 15.466666  6.
  9.866667 16.733334 21.666666  6.        6.        6.        9.966666
  9.966666 16.066668 21.666666 24.       24.       24.       24.
 24.       24.       24.       24.       24.       24.       24.
 24.       24.       24.       24.       24.       24.        6.
  6.      ]",-0.2528672572480909,485.9167278831015,0.7932887565822595
374,0.25,0.05,5,opinion-timeseries,rep,"[ 51.       100.       100.        17.366667  17.366667   0.
   0.        27.766666  82.76667   97.6        0.         0.
   0.         0.         0.         0.         0.         0.
   0.         0.         0.        17.466667  97.53333    0.
   0.         0.         0.        12.1       12.1       75.566666
  97.46667   18.266666  13.466666  79.76667    0.        29.966667
  83.13333   97.86667    0.         0.         0.        31.866667
  31.866667  83.76667   97.63333   99.        99.        99.
  99.        99.        99.        99.        99.        99.
  99.        99.        99.        99.        99.        99.
  99.        99.         0.         0.      ]",0.29943096438158695,368.65951688102535,0.689689453973511
375,0.25,0.05,6,opinion-timeseries,dem,"[ 71.         71.         71.          0.          0.          0.
   0.         99.63333    99.63333    99.63333    99.63333    99.63333
  99.63333    99.63333    99.63333    99.63333    99.63333    99.63333
  99.63333    99.63333     0.          0.        100.          0.6333333
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.         99.8
  99.8       100.        100.        100.        100.         99.433334
  99.433334   99.433334   99.433334  100.        100.        100.
 100.        100.        100.        100.        100.        100.
 100.        100.        100.        100.        100.        100.
 100.        100.        100.          0.       ]",0.29001389362098146,383.3233383115473,0.36068931551363126
376,0.25,0.05,6,opinion-timeseries,mod,"[46.       82.       82.       79.833336 79.833336 21.3      21.3
 80.46667  81.       81.       21.866667 21.866667 21.866667 21.866667
 21.866667 21.866667 21.866667 20.       20.       20.       20.
 79.86667  81.       21.733334 20.       20.       20.       80.066666
 80.066666 81.       81.       80.       80.1      81.       21.766666
 80.1      81.       81.       21.2      20.       20.       79.86667
 79.86667  81.       81.       81.       81.       81.       81.
 81.       81.       81.       81.       81.       81.       81.
 81.       81.       81.       81.       81.       81.       21.466667
 20.      ]",0.11668696510646405,262.19389584490887,0.31962038920768976
377,0.25,0.05,6,opinion-timeseries,rep,"[ 58.         100.         100.          99.46667     99.46667
   0.6          0.6         99.76667    100.         100.
   0.8333333    0.8333333    0.8333333    0.8333333    0.8333333
   0.8333333    0.8333333    0.           0.           0.
   0.          99.566666   100.           0.56666666   0.
   0.           0.          99.433334    99.433334   100.
 100.          99.566666    99.53333    100.           0.5
  99.73333    100.         100.           0.43333334   0.
   0.          99.63333     99.63333    100.         100.
 100.         100.         100.         100.         100.
 100.         100.         100.         100.         100.
 100.         100.         100.         100.         100.
 100.         100.           1.1          0.        ]",0.2042714209273633,372.92043399801236,0.7172130207136638
