,er_p,cognitive_translate,cognitive_exponent,repetition,measure,pen_name,data,pearson,euclidean,mape
2204,0.5,2,5,0,opinion-timeseries,rep,"[4.5000000e+01 9.9766670e+01 9.9866669e+01 3.9233334e+01 3.8933334e+01
 1.6666667e-01 1.6666667e-01 3.9166668e+01 3.9400002e+01 3.9400002e+01
 1.3333334e-01 6.6666670e-02 3.3333335e-02 3.3333335e-02 3.3333335e-02
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 3.5533333e+01 6.0299999e+01 2.0000000e-01 0.0000000e+00
 0.0000000e+00 0.0000000e+00 3.5566666e+01 3.5566666e+01 3.5733334e+01
 3.5766666e+01 6.6766670e+01 8.3099998e+01 8.3666664e+01 7.6666665e-01
 8.3333336e+01 8.3900002e+01 6.7000000e+01 3.3333334e-01 0.0000000e+00
 0.0000000e+00 9.8366669e+01 9.8366669e+01 4.9633335e+01 7.4533333e+01
 6.4000000e+01 6.5533333e+01 6.5333336e+01 3.2166668e+01 1.5833333e+01
 5.7133335e+01 5.7299999e+01 5.7000000e+01 5.6633335e+01 5.9266666e+01
 3.0366667e+01 3.0266666e+01 3.0000000e+01 1.6266666e+01 1.6266666e+01
 3.5633335e+01 4.1200001e+01 4.3333334e-01 0.0000000e+00]",0.049009100063948416,346.09566281817416,0.5874520000572071
2205,0.5,2,5,1,opinion-timeseries,dem,"[7.0000000e+01 7.0000000e+01 7.0000000e+01 1.4666667e+00 1.4666667e+00
 1.4666667e+00 1.4666667e+00 5.0333332e+01 5.0333332e+01 5.0333332e+01
 2.4200001e+01 1.2433333e+01 5.9666667e+00 5.9666667e+00 3.3333333e+00
 3.3333333e+00 3.3333333e+00 3.3333333e+00 2.1666667e+00 1.0666667e+00
 0.0000000e+00 0.0000000e+00 1.8000000e+01 6.6666670e-02 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 9.0400002e+01 9.0400002e+01 9.0966667e+01 9.0966667e+01 9.0966667e+01
 9.0966667e+01 9.0366669e+01 9.0366669e+01 4.5233334e+01 4.5233334e+01
 7.1333336e+01 8.3599998e+01 8.9166664e+01 9.3699997e+01 4.9000000e+01
 7.3666664e+01 7.3666664e+01 3.7200001e+01 1.8733334e+01 3.4066666e+01
 3.4066666e+01 3.4066666e+01 3.3700001e+01 3.3700001e+01 3.3700001e+01
 3.4066666e+01 3.4066666e+01 3.4066666e+01 2.0000000e-01]",0.23329897596461296,515.3597782071358,0.6270357607565793
2206,0.5,2,5,1,opinion-timeseries,mod,"[4.7000000e+01 9.9199997e+01 9.9466667e+01 2.5866667e+01 2.5633333e+01
 1.3333334e-01 1.3333334e-01 2.5933332e+01 2.6100000e+01 2.6100000e+01
 1.0000000e-01 3.3333335e-02 3.3333335e-02 3.3333335e-02 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 3.5866665e+01 5.9599998e+01 6.6666670e-02 0.0000000e+00
 0.0000000e+00 0.0000000e+00 3.2333332e+01 3.2333332e+01 3.2633335e+01
 3.2666668e+01 6.5599998e+01 8.3266670e+01 8.3866669e+01 5.6666666e-01
 8.3633331e+01 8.4000000e+01 6.7133331e+01 2.3333333e-01 0.0000000e+00
 0.0000000e+00 9.8099998e+01 9.8099998e+01 4.9799999e+01 7.4400002e+01
 6.5099998e+01 6.6800003e+01 6.7466667e+01 3.4666668e+01 1.6533333e+01
 5.8099998e+01 5.8133335e+01 5.7666668e+01 5.7033333e+01 5.9766666e+01
 3.0133333e+01 2.9866667e+01 2.9833334e+01 1.5466666e+01 1.5466666e+01
 3.4633335e+01 4.0533333e+01 4.0000001e-01 0.0000000e+00]",0.026806655578351036,419.9735555969289,0.6281354055814445
2207,0.5,2,5,1,opinion-timeseries,rep,"[4.7000000e+01 9.9099998e+01 9.9500000e+01 3.4400002e+01 3.4133335e+01
 1.6666667e-01 1.6666667e-01 3.4466667e+01 3.4700001e+01 3.4733334e+01
 6.6666670e-02 3.3333335e-02 3.3333335e-02 3.3333335e-02 3.3333335e-02
 3.3333335e-02 3.3333335e-02 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 3.5566666e+01 5.8033333e+01 2.3333333e-01 0.0000000e+00
 0.0000000e+00 0.0000000e+00 3.3833332e+01 3.3833332e+01 3.4133335e+01
 3.4133335e+01 6.6433334e+01 8.3666664e+01 8.4266670e+01 7.3333335e-01
 8.4066666e+01 8.4599998e+01 6.6599998e+01 3.0000001e-01 0.0000000e+00
 0.0000000e+00 9.8533333e+01 9.8533333e+01 5.0400002e+01 7.5733330e+01
 6.5033333e+01 6.6466667e+01 6.7133331e+01 3.2599998e+01 1.6166666e+01
 5.8400002e+01 5.8400002e+01 5.7933334e+01 5.7433334e+01 5.9633335e+01
 3.0866667e+01 3.0600000e+01 3.0366667e+01 1.6033333e+01 1.6033333e+01
 3.5366665e+01 4.0500000e+01 2.3333333e-01 0.0000000e+00]",0.06924740490602131,347.59354623582004,0.5957966052725212
2208,0.5,2,5,2,opinion-timeseries,dem,"[69.         69.         69.          4.2         4.2         4.2
  4.2        50.366665   50.366665   50.366665   24.466667   12.166667
  5.8333335   5.8333335   3.3666666   3.3666666   3.3666666   3.3666666
  1.8         0.96666664  0.          0.         17.866667    0.1
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.         89.73333
 89.73333    90.4        90.4        90.4        90.4        90.13333
 90.13333    44.966667   44.966667   70.63333    83.333336   89.53333
 93.8        46.966667   71.433334   71.433334   35.633335   17.766666
 33.533333   33.533333   33.533333   33.166668   33.166668   33.166668
 33.766666   33.766666   33.766666    0.36666667]",0.22333790199524106,515.2557856448528,0.6275412411013614
2209,0.5,2,5,2,opinion-timeseries,mod,"[4.4000000e+01 9.9400002e+01 9.9733330e+01 2.6566668e+01 2.6333334e+01
 2.3333333e-01 2.3333333e-01 2.6500000e+01 2.6666666e+01 2.6666666e+01
 3.3333335e-02 3.3333335e-02 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 3.5233334e+01 5.8866665e+01 3.0000001e-01 0.0000000e+00
 0.0000000e+00 0.0000000e+00 3.2933334e+01 3.2933334e+01 3.3266666e+01
 3.3266666e+01 6.8000000e+01 8.3333336e+01 8.4400002e+01 5.3333336e-01
 8.4099998e+01 8.4566666e+01 6.7533333e+01 3.3333334e-01 0.0000000e+00
 0.0000000e+00 9.8633331e+01 9.8633331e+01 5.0400002e+01 7.4800003e+01
 6.3866665e+01 6.4666664e+01 6.4866669e+01 3.3566666e+01 1.6833334e+01
 5.9066666e+01 5.9066666e+01 5.8866665e+01 5.8500000e+01 6.1233334e+01
 3.0000000e+01 2.9900000e+01 2.9633333e+01 1.4300000e+01 1.4300000e+01
 3.5466667e+01 4.0666668e+01 2.0000000e-01 0.0000000e+00]",0.02903748074011389,419.82496289884426,0.6284478534676536
2210,0.5,2,5,2,opinion-timeseries,rep,"[4.0000000e+01 9.9233330e+01 9.9666664e+01 2.9433332e+01 2.9200001e+01
 3.6666667e-01 3.6666667e-01 2.9133333e+01 2.9500000e+01 2.9500000e+01
 3.3333335e-02 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 3.8166668e+01 5.9700001e+01 1.3333334e-01 0.0000000e+00
 0.0000000e+00 0.0000000e+00 3.4633335e+01 3.4633335e+01 3.4733334e+01
 3.4733334e+01 6.6166664e+01 8.1333336e+01 8.2066666e+01 6.6666669e-01
 8.1666664e+01 8.2266670e+01 6.6566666e+01 2.0000000e-01 0.0000000e+00
 0.0000000e+00 9.8766670e+01 9.8766670e+01 5.0099998e+01 7.4433334e+01
 6.5699997e+01 6.5000000e+01 6.5966667e+01 3.3400002e+01 1.6633333e+01
 5.7666668e+01 5.7733334e+01 5.7266666e+01 5.6933334e+01 5.9466667e+01
 2.9566668e+01 2.9299999e+01 2.9100000e+01 1.5300000e+01 1.5300000e+01
 3.6833332e+01 4.2266666e+01 4.0000001e-01 0.0000000e+00]",0.09318144968788894,348.6882841766617,0.6004294971926423
2211,0.5,2,5,3,opinion-timeseries,dem,"[6.4000000e+01 6.4000000e+01 6.4000000e+01 3.3333333e+00 3.3333333e+00
 3.3333333e+00 3.3333333e+00 5.0366665e+01 5.0366665e+01 5.0366665e+01
 2.4333334e+01 1.2633333e+01 6.4666667e+00 6.4666667e+00 3.4666667e+00
 3.4666667e+00 3.4666667e+00 3.4666667e+00 1.5333333e+00 8.3333331e-01
 3.3333335e-02 3.3333335e-02 1.7900000e+01 1.0000000e-01 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 9.0566666e+01 9.0566666e+01 9.1366669e+01 9.1366669e+01 9.1366669e+01
 9.1366669e+01 9.1000000e+01 9.1000000e+01 4.5233334e+01 4.5233334e+01
 7.0966667e+01 8.2900002e+01 8.9300003e+01 9.3966667e+01 4.8099998e+01
 7.3633331e+01 7.3633331e+01 3.6400002e+01 1.8266666e+01 3.4000000e+01
 3.4000000e+01 3.4000000e+01 3.3733334e+01 3.3733334e+01 3.3733334e+01
 3.4233334e+01 3.4266666e+01 3.4266666e+01 2.3333333e-01]",0.2504402474046898,514.4074286966238,0.6260681909991501
2212,0.5,2,5,3,opinion-timeseries,mod,"[47.         98.8        99.36667    26.866667   26.633333    0.1
  0.1        27.066668   27.2        27.2         0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.         36.633335   59.533333    0.13333334
  0.          0.          0.         33.5        33.5        33.833332
 33.833332   65.86667    82.666664   83.1         0.9        82.933334
 83.166664   67.2         0.26666668  0.          0.         98.433334
 98.433334   52.066666   76.76667    67.63333    67.53333    66.333336
 33.4        15.833333   59.033333   59.1        58.533333   58.166668
 60.133335   29.866667   29.666666   29.4        14.733334   14.733334
 36.2        41.133335    0.2         0.        ]",0.025567176592366472,418.8407049464494,0.6232281554046198
2213,0.5,2,5,3,opinion-timeseries,rep,"[5.5000000e+01 9.9633331e+01 9.9733330e+01 7.5599998e+01 7.5066666e+01
 4.6666667e-01 4.6666667e-01 7.4333336e+01 7.4966667e+01 7.4966667e+01
 1.0000000e-01 6.6666670e-02 3.3333335e-02 3.3333335e-02 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 3.5866665e+01 5.8700001e+01 2.0000000e-01 0.0000000e+00
 0.0000000e+00 0.0000000e+00 3.3866665e+01 3.3866665e+01 3.3966667e+01
 3.3966667e+01 6.5766670e+01 8.2099998e+01 8.2633331e+01 6.3333333e-01
 8.2099998e+01 8.2733330e+01 6.6466667e+01 6.6666670e-02 0.0000000e+00
 0.0000000e+00 9.8166664e+01 9.8166664e+01 5.0733334e+01 7.5400002e+01
 6.4933334e+01 6.7033333e+01 6.6400002e+01 3.3500000e+01 1.7566668e+01
 5.9233334e+01 5.9366665e+01 5.8866665e+01 5.8566666e+01 6.0733334e+01
 3.1066668e+01 3.0700001e+01 3.0466667e+01 1.5100000e+01 1.5100000e+01
 3.6733334e+01 4.2599998e+01 4.6666667e-01 0.0000000e+00]",-0.0931400013268673,348.03441483299423,0.6009316486432319
2214,0.5,2,5,4,opinion-timeseries,dem,"[5.5000000e+01 5.5000000e+01 5.5000000e+01 2.8000000e+00 2.8000000e+00
 2.8000000e+00 2.8000000e+00 5.0333332e+01 5.0333332e+01 5.0333332e+01
 2.5166666e+01 1.2166667e+01 6.1999998e+00 6.1999998e+00 3.1666667e+00
 3.1666667e+00 3.1666667e+00 3.1666667e+00 2.0333333e+00 8.9999998e-01
 0.0000000e+00 0.0000000e+00 1.8766666e+01 3.3333335e-02 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 9.0566666e+01 9.0566666e+01 9.1300003e+01 9.1300003e+01 9.1300003e+01
 9.1300003e+01 9.0800003e+01 9.0800003e+01 4.6000000e+01 4.6000000e+01
 7.1166664e+01 8.3500000e+01 8.9466667e+01 9.4233330e+01 4.7233334e+01
 7.1133331e+01 7.1133331e+01 3.5466667e+01 1.7100000e+01 3.4733334e+01
 3.4733334e+01 3.4733334e+01 3.4599998e+01 3.4599998e+01 3.4599998e+01
 3.5066666e+01 3.5066666e+01 3.5066666e+01 2.0000000e-01]",0.2885666057641614,514.7746008682874,0.6325478230973389
2215,0.5,2,5,4,opinion-timeseries,mod,"[3.8000000e+01 9.8633331e+01 9.9166664e+01 2.5066668e+01 2.4866667e+01
 6.6666670e-02 6.6666670e-02 2.5466667e+01 2.5633333e+01 2.5633333e+01
 3.3333335e-02 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 3.6400002e+01 5.9400002e+01 3.0000001e-01 0.0000000e+00
 0.0000000e+00 0.0000000e+00 3.5400002e+01 3.5400002e+01 3.5666668e+01
 3.5666668e+01 6.8033333e+01 8.3066666e+01 8.3966667e+01 5.3333336e-01
 8.3699997e+01 8.4199997e+01 6.7333336e+01 1.3333334e-01 0.0000000e+00
 0.0000000e+00 9.8366669e+01 9.8366669e+01 4.9666668e+01 7.4933334e+01
 6.4466667e+01 6.4633331e+01 6.5900002e+01 3.3700001e+01 1.6366667e+01
 5.8099998e+01 5.8200001e+01 5.7766666e+01 5.7266666e+01 5.9766666e+01
 2.9233334e+01 2.9033333e+01 2.8900000e+01 1.4800000e+01 1.4800000e+01
 3.5366665e+01 4.0633335e+01 4.3333334e-01 0.0000000e+00]",0.04547521079985376,419.5741932760729,0.630298553229234
2216,0.5,2,5,4,opinion-timeseries,rep,"[4.4000000e+01 9.9733330e+01 9.9900002e+01 4.4400002e+01 4.4033333e+01
 3.3333334e-01 3.3333334e-01 4.4299999e+01 4.4466667e+01 4.4466667e+01
 6.6666670e-02 3.3333335e-02 3.3333335e-02 3.3333335e-02 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 3.5500000e+01 6.0266666e+01 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 3.3366665e+01 3.3366665e+01 3.3633335e+01
 3.3633335e+01 6.7333336e+01 8.4333336e+01 8.4733330e+01 6.0000002e-01
 8.4300003e+01 8.4933334e+01 6.9633331e+01 1.6666667e-01 0.0000000e+00
 0.0000000e+00 9.8500000e+01 9.8500000e+01 5.0366665e+01 7.4599998e+01
 6.5866669e+01 6.5599998e+01 6.6733330e+01 3.2933334e+01 1.6633333e+01
 5.8766666e+01 5.8766666e+01 5.8433334e+01 5.8233334e+01 6.1133335e+01
 3.0299999e+01 3.0033333e+01 2.9866667e+01 1.4300000e+01 1.4300000e+01
 3.6566666e+01 4.1200001e+01 3.3333334e-01 0.0000000e+00]",0.03391059172046189,346.48258738794914,0.5808806611018884
2217,0.5,2,5,5,opinion-timeseries,dem,"[7.3000000e+01 7.3000000e+01 7.3000000e+01 2.1333334e+00 2.1333334e+00
 2.1333334e+00 2.1333334e+00 5.0566666e+01 5.0566666e+01 5.0566666e+01
 2.5733334e+01 1.2833333e+01 6.0000000e+00 6.0000000e+00 3.3666666e+00
 3.3666666e+00 3.3666666e+00 3.3666666e+00 1.7000000e+00 1.0000000e+00
 3.3333335e-02 3.3333335e-02 1.8500000e+01 1.0000000e-01 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 8.9466667e+01 8.9466667e+01 9.0233330e+01 9.0233330e+01 9.0233330e+01
 9.0233330e+01 8.9433334e+01 8.9400002e+01 4.5299999e+01 4.5299999e+01
 7.1566666e+01 8.3800003e+01 8.9533333e+01 9.4099998e+01 4.7366665e+01
 7.2266670e+01 7.2266670e+01 3.5233334e+01 1.8266666e+01 3.2733334e+01
 3.2733334e+01 3.2733334e+01 3.2433334e+01 3.2433334e+01 3.2433334e+01
 3.2866665e+01 3.2866665e+01 3.2866665e+01 2.3333333e-01]",0.210161163830685,516.7522199822363,0.6315428452558115
2218,0.5,2,5,5,opinion-timeseries,mod,"[4.4000000e+01 9.9699997e+01 9.9833336e+01 2.5666666e+01 2.5299999e+01
 2.6666668e-01 2.6666668e-01 2.6733334e+01 2.6866667e+01 2.6866667e+01
 1.3333334e-01 1.0000000e-01 6.6666670e-02 6.6666670e-02 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 3.5166668e+01 5.9266666e+01 3.3333334e-01 0.0000000e+00
 0.0000000e+00 0.0000000e+00 3.4733334e+01 3.4733334e+01 3.4933334e+01
 3.4933334e+01 6.6433334e+01 8.2699997e+01 8.3266670e+01 6.6666669e-01
 8.2966667e+01 8.3466667e+01 6.7766670e+01 2.0000000e-01 0.0000000e+00
 0.0000000e+00 9.8233330e+01 9.8233330e+01 4.9633335e+01 7.5333336e+01
 6.6433334e+01 6.6400002e+01 6.5433334e+01 3.2366665e+01 1.5933333e+01
 5.6533333e+01 5.6566666e+01 5.6166668e+01 5.5766666e+01 5.7766666e+01
 2.8133333e+01 2.7933332e+01 2.7799999e+01 1.4900000e+01 1.4900000e+01
 3.6133335e+01 4.1333332e+01 3.0000001e-01 0.0000000e+00]",0.023506773080953367,420.4076815999317,0.6294232581271889
2219,0.5,2,5,5,opinion-timeseries,rep,"[4.9000000e+01 9.9800003e+01 9.9933334e+01 4.6799999e+01 4.6400002e+01
 2.3333333e-01 2.3333333e-01 4.6099998e+01 4.6433334e+01 4.6433334e+01
 2.3333333e-01 1.3333334e-01 6.6666670e-02 6.6666670e-02 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 3.4799999e+01 5.8733334e+01 6.6666670e-02 0.0000000e+00
 0.0000000e+00 0.0000000e+00 3.2933334e+01 3.2933334e+01 3.3099998e+01
 3.3099998e+01 6.6466667e+01 8.3666664e+01 8.4400002e+01 6.9999999e-01
 8.3900002e+01 8.4433334e+01 6.7599998e+01 3.0000001e-01 0.0000000e+00
 0.0000000e+00 9.8500000e+01 9.8500000e+01 4.9866665e+01 7.4466667e+01
 6.4466667e+01 6.5099998e+01 6.4366669e+01 3.3066666e+01 1.6200001e+01
 5.7766666e+01 5.7866665e+01 5.7466667e+01 5.7000000e+01 5.9266666e+01
 3.0666666e+01 3.0500000e+01 3.0233334e+01 1.5400000e+01 1.5400000e+01
 3.5766666e+01 4.1266666e+01 2.6666668e-01 0.0000000e+00]",0.014609097041231955,346.24738473749403,0.5816576509495939
2220,0.5,2,5,6,opinion-timeseries,dem,"[60.         60.         60.          2.2333333   2.2333333   2.2333333
  2.2333333  51.133335   51.133335   51.133335   26.2        13.3
  6.4333334   6.4333334   3.2333333   3.2333333   3.2333333   3.2333333
  1.7         0.8666667   0.          0.         16.733334    0.13333334
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.         89.23333
 89.23333    89.73333    89.73333    89.73333    89.73333    89.3
 89.3        45.166668   45.166668   71.         83.23333    88.76667
 92.6        46.9        72.         71.96667    36.1        17.4
 34.233334   34.233334   34.233334   34.066666   34.066666   34.066666
 34.433334   34.466667   34.466667    0.3       ]",0.26473042762322213,515.2833317050845,0.6320706811992509
2221,0.5,2,5,6,opinion-timeseries,mod,"[4.8000000e+01 9.9333336e+01 9.9566666e+01 2.4733334e+01 2.4500000e+01
 2.6666668e-01 2.6666668e-01 2.7533333e+01 2.7766666e+01 2.7766666e+01
 3.3333335e-02 3.3333335e-02 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 3.5533333e+01 5.9099998e+01 2.0000000e-01 0.0000000e+00
 0.0000000e+00 0.0000000e+00 3.5200001e+01 3.5200001e+01 3.5500000e+01
 3.5500000e+01 6.6766670e+01 8.3266670e+01 8.3833336e+01 4.3333334e-01
 8.3833336e+01 8.4133331e+01 6.6800003e+01 2.3333333e-01 0.0000000e+00
 0.0000000e+00 9.8699997e+01 9.8699997e+01 5.1533333e+01 7.5066666e+01
 6.4500000e+01 6.4966667e+01 6.6099998e+01 3.2299999e+01 1.5966666e+01
 5.8566666e+01 5.8633335e+01 5.8166668e+01 5.7833332e+01 6.0433334e+01
 3.1666666e+01 3.1466667e+01 3.1333334e+01 1.6766666e+01 1.6766666e+01
 3.6166668e+01 4.2599998e+01 2.3333333e-01 0.0000000e+00]",0.028046551400254253,417.6237100266469,0.6233838872494408
2222,0.5,2,5,6,opinion-timeseries,rep,"[4.5000000e+01 9.9766670e+01 9.9866669e+01 7.0800003e+01 7.0433334e+01
 4.3333334e-01 4.3333334e-01 6.9466667e+01 7.0333336e+01 7.0333336e+01
 3.6666667e-01 6.6666670e-02 3.3333335e-02 3.3333335e-02 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 3.6599998e+01 5.9799999e+01 1.3333334e-01 0.0000000e+00
 0.0000000e+00 0.0000000e+00 3.4466667e+01 3.4466667e+01 3.4666668e+01
 3.4700001e+01 6.6733330e+01 8.3066666e+01 8.3766670e+01 5.3333336e-01
 8.3266670e+01 8.3966667e+01 6.6233330e+01 1.6666667e-01 0.0000000e+00
 0.0000000e+00 9.8300003e+01 9.8300003e+01 4.8766666e+01 7.2800003e+01
 6.3133335e+01 6.5300003e+01 6.5966667e+01 3.3033333e+01 1.6000000e+01
 5.6966667e+01 5.7000000e+01 5.6700001e+01 5.6266666e+01 5.9133335e+01
 3.0000000e+01 2.9799999e+01 2.9666666e+01 1.4666667e+01 1.4666667e+01
 3.6200001e+01 4.1533333e+01 4.3333334e-01 3.3333335e-02]",-0.07204919294710892,347.73637595441767,0.5949397118560051
2223,0.5,2,5,7,opinion-timeseries,dem,"[7.0000000e+01 7.0000000e+01 7.0000000e+01 3.7000000e+00 3.7000000e+00
 3.7000000e+00 3.7000000e+00 4.9566666e+01 4.9566666e+01 4.9566666e+01
 2.4799999e+01 1.3366667e+01 6.5999999e+00 6.5999999e+00 3.4333334e+00
 3.4333334e+00 3.4333334e+00 3.4333334e+00 1.2666667e+00 6.9999999e-01
 3.3333335e-02 3.3333335e-02 1.6566668e+01 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 8.9766670e+01 8.9766670e+01 9.0166664e+01 9.0166664e+01 9.0166664e+01
 9.0166664e+01 8.9866669e+01 8.9866669e+01 4.5366665e+01 4.5366665e+01
 7.1199997e+01 8.2966667e+01 8.8733330e+01 9.3500000e+01 4.5799999e+01
 7.2466667e+01 7.2466667e+01 3.4333332e+01 1.7033333e+01 3.3233334e+01
 3.3233334e+01 3.3233334e+01 3.2966667e+01 3.2966667e+01 3.2966667e+01
 3.3333332e+01 3.3366665e+01 3.3366665e+01 2.6666668e-01]",0.21924597326323306,516.0882339218118,0.6293212819590939
2224,0.5,2,5,7,opinion-timeseries,mod,"[29.         98.36667    99.13333    25.         24.9         0.2
  0.2        25.4        25.566668   25.566668    0.16666667  0.1
  0.          0.          0.          0.          0.          0.
  0.          0.          0.         36.466667   60.333332    0.23333333
  0.          0.          0.         33.8        33.8        33.9
 33.9        65.5        82.26667    83.1         0.43333334 83.13333
 83.4        67.53333     0.13333334  0.          0.         98.5
 98.5        49.5        75.066666   66.433334   67.1        66.333336
 33.433334   15.966666   57.466667   57.7        57.2        56.833332
 59.466667   30.966667   30.8        30.633333   15.366667   15.366667
 36.366665   41.433334    0.2         0.        ]",0.05778318300558121,419.7425161645056,0.6321610491997333
2225,0.5,2,5,7,opinion-timeseries,rep,"[4.2000000e+01 9.9500000e+01 9.9800003e+01 4.9533333e+01 4.9233334e+01
 4.0000001e-01 4.0000001e-01 4.8866665e+01 4.9299999e+01 4.9299999e+01
 3.3333335e-02 3.3333335e-02 3.3333335e-02 3.3333335e-02 3.3333335e-02
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 3.5633335e+01 6.0133335e+01 1.0000000e-01 0.0000000e+00
 0.0000000e+00 0.0000000e+00 3.3966667e+01 3.3966667e+01 3.4299999e+01
 3.4333332e+01 6.7266670e+01 8.2666664e+01 8.3233330e+01 6.0000002e-01
 8.2900002e+01 8.3400002e+01 6.7566666e+01 3.0000001e-01 0.0000000e+00
 0.0000000e+00 9.8099998e+01 9.8099998e+01 4.9733334e+01 7.3866669e+01
 6.4866669e+01 6.6266670e+01 6.5833336e+01 3.2599998e+01 1.6400000e+01
 5.7266666e+01 5.7299999e+01 5.6933334e+01 5.6533333e+01 5.9233334e+01
 3.0566668e+01 3.0266666e+01 3.0133333e+01 1.4933333e+01 1.4933333e+01
 3.6133335e+01 4.1933334e+01 2.3333333e-01 0.0000000e+00]",0.013631423363870002,345.3562339554763,0.5732928526017772
2226,0.5,2,5,8,opinion-timeseries,dem,"[6.2000000e+01 6.2000000e+01 6.2000000e+01 2.8666666e+00 2.8666666e+00
 2.8666666e+00 2.8666666e+00 4.9366665e+01 4.9366665e+01 4.9333332e+01
 2.5133333e+01 1.3200000e+01 6.4666667e+00 6.4666667e+00 2.9333334e+00
 2.9333334e+00 2.9333334e+00 2.9333334e+00 1.4333333e+00 6.9999999e-01
 0.0000000e+00 0.0000000e+00 1.8033333e+01 3.3333335e-02 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 9.0966667e+01 9.0966667e+01 9.1366669e+01 9.1366669e+01 9.1366669e+01
 9.1366669e+01 9.0699997e+01 9.0699997e+01 4.4233334e+01 4.4233334e+01
 7.0099998e+01 8.2933334e+01 8.9233330e+01 9.3733330e+01 4.7900002e+01
 7.3666664e+01 7.3666664e+01 3.7266666e+01 1.9200001e+01 3.4833332e+01
 3.4833332e+01 3.4833332e+01 3.4433334e+01 3.4433334e+01 3.4433334e+01
 3.4966667e+01 3.4966667e+01 3.4966667e+01 2.0000000e-01]",0.26427824007223055,514.3140712987429,0.6277446336902106
