,er_p,complex_spread_ratio,repetition,run,pearson,euclidean,mape
349,0.05,0.1,1,19,0.17064033182648308,329.0054979157962,0.46007903678886947
350,0.05,0.1,1,20,0.17407950078192816,329.8191263329974,0.45903786186415
351,0.05,0.1,1,21,0.18521177249563384,330.6389215641487,0.4613790480784166
352,0.05,0.1,1,22,0.0952727438608406,361.79120698054095,0.4796788629074544
353,0.05,0.1,1,23,0.1724708455601419,327.20792816539705,0.4547394831567133
354,0.05,0.1,1,24,0.17762281781280842,283.5596651948381,0.3969857579834219
355,0.05,0.1,1,25,0.17892627289361174,344.32438579521914,0.4708225789568384
356,0.05,0.1,1,26,0.16698121656226347,327.199914952794,0.4556750515720336
357,0.05,0.1,1,27,0.16226354714080618,328.50805285217024,0.4591751119787823
358,0.05,0.1,1,28,0.19594538674875497,329.002695214258,0.4652368201223204
359,0.05,0.1,2,0,0.16187813360237369,338.90470318784827,0.469518818137964
360,0.05,0.1,2,1,0.17376543217448648,337.41803709047105,0.4654067268781643
361,0.05,0.1,2,2,0.18719374693898125,337.11790598632143,0.4636420278166655
362,0.05,0.1,2,3,0.1766693568901266,337.54825063596354,0.4654742136644594
363,0.05,0.1,2,4,0.1681129186587723,337.99509094334763,0.46936557381385596
364,0.05,0.1,2,5,0.18881126294700748,337.6129823741464,0.4641781396841676
365,0.05,0.1,2,6,0.18097046974767064,337.8297446332379,0.4648468200054528
366,0.05,0.1,2,7,0.1687544233239786,337.8299469437264,0.46554907851315214
367,0.05,0.1,2,8,0.1824547454370331,338.4751721684183,0.46585301569083626
368,0.05,0.1,2,9,0.17644472969610248,337.94209391091255,0.4648040496297717
369,0.05,0.1,2,10,0.17896409377925512,337.5970803392203,0.4662849807701253
370,0.05,0.1,2,11,0.18450325657668998,338.2583406916229,0.46593042057173745
371,0.05,0.1,2,12,0.16676724412407587,338.77138520458516,0.47142102173269773
372,0.05,0.1,2,13,0.17254796625744903,338.504716184568,0.46671190990793804
373,0.05,0.1,2,14,0.17307848575917428,337.24211892747803,0.46612730551228765
374,0.05,0.1,2,15,0.17259080532606608,337.1491329813622,0.462409956817804
375,0.05,0.1,2,16,0.17741648356039544,337.0893927512424,0.4664367432357113
376,0.05,0.1,2,17,0.17068952570157805,308.6068876865194,0.4353038995305858
377,0.05,0.1,2,18,0.18821041134814645,337.9739947679346,0.46643761923073557
378,0.05,0.1,2,19,0.16199713260478113,337.4431831657651,0.4667888991576521
379,0.05,0.1,2,20,0.19045710172591704,337.35288957397546,0.46366420662460567
380,0.05,0.1,2,21,0.17227445379620474,337.5945658885685,0.46472195661016186
381,0.05,0.1,2,22,0.1759649403774247,337.97962386870256,0.46759609969665233
382,0.05,0.1,2,23,0.17204383523366204,338.2750881496306,0.468104672748499
383,0.05,0.1,2,24,0.17720982615212685,338.79217781767557,0.47037037899378076
384,0.05,0.1,2,25,0.16228941833001057,338.3870440670609,0.4674484589393013
385,0.05,0.1,2,26,0.1718295215285722,337.7365723457588,0.46720717622635427
386,0.05,0.1,2,27,0.17628529695524733,337.3024129153937,0.4638474493079426
387,0.05,0.1,2,28,0.18100372657497873,337.5533286700423,0.46428445852779815
388,0.05,0.1,2,29,0.17248533489250584,338.53596297739836,0.46799754865763415
389,0.05,0.1,3,0,0.13246159529793727,352.37300753823484,0.4897739655709321
390,0.05,0.1,3,1,0.13368530721497315,355.0429328013577,0.49795944613093135
391,0.05,0.1,3,2,0.20261042172298036,324.22477651029175,0.4569125220179225
392,0.05,0.1,3,3,0.1144582112504519,352.562888328126,0.49199318861093105
393,0.05,0.1,3,4,0.119141787661317,353.89494067001124,0.49443767700810676
394,0.05,0.1,3,5,0.1247535697207071,352.57810263209825,0.4947069511965642
395,0.05,0.1,3,6,0.1475131921588981,353.7148384649145,0.48768125696827225
396,0.05,0.1,3,7,0.1308560063548412,352.6151792875291,0.4900291510179368
397,0.05,0.1,3,8,0.13038699760351347,354.3764352633907,0.49199099725138035
398,0.05,0.1,3,9,0.12269700322790027,351.69969914967396,0.4870446198974698
399,0.05,0.1,3,10,0.1271853780340875,353.6618634945582,0.4928613737249797
400,0.05,0.1,3,11,0.1501498188458223,352.30937267601297,0.48526799033547213
401,0.05,0.1,3,12,0.1442081964063822,353.8292658879166,0.4924167277332782
402,0.05,0.1,3,13,0.14188681641027137,353.77551689244973,0.4906965944479788
403,0.05,0.1,3,14,0.11798498771496617,352.9668986193683,0.49381667247485805
404,0.05,0.1,3,15,0.13908315037525024,353.809599279048,0.49175006081472744
405,0.05,0.1,3,16,0.14097269801327184,352.3505159769136,0.487063239208283
406,0.05,0.1,3,17,0.14244268614161937,353.6933619170773,0.4872878233339346
407,0.05,0.1,3,18,0.1358595984675093,352.695746996792,0.4888430093894714
408,0.05,0.1,3,19,0.13102852574108237,353.8896072561749,0.49169503106514395
409,0.05,0.1,3,20,0.140021601935469,353.82513746601643,0.491559200128391
410,0.05,0.1,3,21,0.12839319445408823,351.8583071724229,0.4864611694298088
411,0.05,0.1,3,22,0.1286112257789778,352.7891217039815,0.4908131819526151
412,0.05,0.1,3,23,0.1421453951391245,353.28017639029713,0.48801789886905117
413,0.05,0.1,3,24,0.14074258809176723,353.461474867762,0.48851235132365467
414,0.05,0.1,3,25,0.13747742392984919,351.63869733440487,0.4847622035219805
415,0.05,0.1,3,26,0.12889902817797347,353.43500688325406,0.4936777469964899
416,0.05,0.1,3,27,0.12341412263391681,353.58040606039714,0.49149448487964476
417,0.05,0.1,3,28,0.12753788501258095,352.15928342068054,0.4925017171402932
418,0.05,0.1,3,29,0.14384689534787562,351.6553945753474,0.48920891351212986
419,0.05,0.1,4,0,0.21846021850047292,346.47763731133136,0.4840364804703983
420,0.05,0.1,4,1,0.20829379938121748,346.96091793510374,0.48880079181099917
421,0.05,0.1,4,2,0.20878363460890825,347.7958191745263,0.4900041652873875
422,0.05,0.1,4,3,0.22077486705220903,345.9701453442831,0.48026666711628246
423,0.05,0.1,4,4,0.21425431820368632,346.83001658811446,0.48440462130420014
424,0.05,0.1,4,5,0.2122104414630165,346.25525075047454,0.4831580739368689
425,0.05,0.1,4,6,0.2248413677651597,346.4674028915615,0.4805007873043716
426,0.05,0.1,4,7,0.222473896167016,346.65055416164955,0.48268458586104557
427,0.05,0.1,4,8,0.23139270133847015,346.89934691937805,0.4811448887822263
428,0.05,0.1,4,9,0.25257668739786426,253.9283067902178,0.3445162557221982
429,0.05,0.1,4,10,0.21116484775375496,347.65637818172286,0.48859788398310466
430,0.05,0.1,4,11,0.2048393113545307,347.09164233581737,0.4882595695497935
431,0.05,0.1,4,12,0.20646103430647433,347.1346920515952,0.4838117506542992
432,0.05,0.1,4,13,0.20990676680170936,346.30994523768135,0.48655377353657725
433,0.05,0.1,4,14,0.2190928730169933,346.312355339418,0.4816418427055988
434,0.05,0.1,4,15,0.21265540674079872,347.1143309567141,0.4859891935569287
435,0.05,0.1,4,16,0.2006657853577284,347.8190960068154,0.4912502837824519
436,0.05,0.1,4,17,0.21373354373295425,347.54825815075463,0.4861439562509749
437,0.05,0.1,4,18,0.22386204281776867,346.51148738568753,0.48065353097269253
438,0.05,0.1,4,19,0.21695650932398916,346.49486166369593,0.4818927271986364
439,0.05,0.1,4,20,0.2237531438394024,345.8105277706863,0.479266766084177
440,0.05,0.1,4,21,0.2129556529569899,346.6984383652445,0.48541758609391567
441,0.05,0.1,4,22,0.21221996812393362,345.9816930420482,0.4839730252161414
442,0.05,0.1,4,23,0.21694475535508206,346.3400369496724,0.4825977019288776
443,0.05,0.1,4,24,0.20071456502965654,311.20895537389487,0.4406739498737857
444,0.05,0.1,4,25,0.22068868116198773,346.0603123212175,0.480472311202978
445,0.05,0.1,4,26,0.21555961354840225,347.2340457714965,0.48335850720135554
446,0.05,0.1,4,27,0.21116979862859955,345.9164827435755,0.48098717239861893
447,0.05,0.1,4,28,0.21007850337310474,347.1666756068045,0.48721122605517264
448,0.05,0.1,4,29,0.20356281720500513,348.44053573775,0.4911406615660039
449,0.05,0.1,5,0,0.15020734052132342,329.79935697757264,0.4620503487605063
450,0.05,0.1,5,1,0.1612140344245742,329.9242501578303,0.461524950485334
451,0.05,0.1,5,2,0.15019292062081832,329.1447436519009,0.4607349574263477
452,0.05,0.1,5,3,0.14962387344392722,331.24142067230576,0.46405897700351684
453,0.05,0.1,5,4,0.1460778317407577,331.4783556460248,0.46648510685022276
454,0.05,0.1,5,5,0.19778482564637953,281.97689499636425,0.39928229414181576
455,0.05,0.1,5,6,0.15319130797966393,343.45178357211535,0.4493504108691182
456,0.05,0.1,5,7,0.15494555440801716,331.41376770317714,0.4665377855967692
457,0.05,0.1,5,8,0.16068587345298926,329.87335061520645,0.46148447883741933
458,0.05,0.1,5,9,0.14217320087579552,330.59913583628025,0.4662334422179885
459,0.05,0.1,5,10,0.15399767913727683,330.6323266165344,0.4628638394423086
460,0.05,0.1,5,11,0.16182479532221106,330.0322195884601,0.4635011176104255
461,0.05,0.1,5,12,0.1425676814212108,330.20808117309423,0.4618624979578038
462,0.05,0.1,5,13,0.15956838104472204,330.1957662298469,0.4627742689343579
463,0.05,0.1,5,14,0.14741983137832415,330.5816339530648,0.46352571122528136
464,0.05,0.1,5,15,0.15412478659190573,329.35340591687213,0.46279463018265804
465,0.05,0.1,5,16,0.14157298498692386,330.7737689505093,0.4646107299910594
466,0.05,0.1,5,17,0.15187450624680368,329.76927932924804,0.45980245701598804
467,0.05,0.1,5,18,0.15030890862447108,330.78888877800574,0.4637005619477963
468,0.05,0.1,5,19,0.10760661278001611,339.70060701667234,0.4730405434009312
469,0.05,0.1,5,20,0.09603926467271844,357.85383318761313,0.47964395141706007
470,0.05,0.1,5,21,0.14968744002124504,330.72357920435417,0.4654431810881974
471,0.05,0.1,5,22,0.15296553802406723,328.518624654452,0.45666396257012615
472,0.05,0.1,5,23,0.15930925977854551,330.48998027186957,0.4622621479923658
473,0.05,0.1,5,24,0.1496045648331147,328.77944898472697,0.4603255055728806
474,0.05,0.1,5,25,0.14393779589350256,330.4619723016704,0.4655340924166897
475,0.05,0.1,5,26,0.1458659007032271,331.98605147781035,0.4679544111721164
476,0.05,0.1,5,27,0.15557413586752766,329.3856952188076,0.45851374477552104
477,0.05,0.1,5,28,0.09692894333713746,358.4342180243366,0.4824485499770244
478,0.05,0.1,5,29,0.14705778016155927,329.69387264542735,0.4620223637225844
479,0.05,0.1,6,0,0.1799132019718741,290.5738695176057,0.41051833449552816
480,0.05,0.1,6,1,0.17839943503756076,290.6054017378386,0.41159428240635165
481,0.05,0.1,6,2,0.1853195739669333,289.8194952387308,0.4104278550988927
482,0.05,0.1,6,3,0.1803253322120323,290.7605074459122,0.41225560774534625
483,0.05,0.1,6,4,0.1812784384023465,289.42876828630455,0.40917271439212977
484,0.05,0.1,6,5,0.18019499496855396,290.73672607810835,0.41195586051826844
485,0.05,0.1,6,6,0.18247008094299821,291.54564120314564,0.4132929154848705
486,0.05,0.1,6,7,0.18537539673226436,289.1971070441234,0.4076174112574744
487,0.05,0.1,6,8,0.1848063506785833,290.903070046832,0.4116298265709332
488,0.05,0.1,6,9,0.18361537641095668,290.22796194077563,0.41064855794725313
489,0.05,0.1,6,10,0.18809914756161605,289.0443273772981,0.40813517321458265
490,0.05,0.1,6,11,0.19904162048961146,321.54754272482154,0.44936973593252766
491,0.05,0.1,6,12,0.18835312043403632,289.0203554757695,0.4077629053647149
492,0.05,0.1,6,13,0.18722533571359792,291.7312341444844,0.4133024182345975
493,0.05,0.1,6,14,0.18544275623358844,290.4725423444569,0.41064809468347135
494,0.05,0.1,6,15,0.18204319796004306,290.2487789905959,0.41043636163867286
495,0.05,0.1,6,16,0.18675025160211253,288.94834304902196,0.40863965673709085
496,0.05,0.1,6,17,0.18042284030129907,291.1318467496057,0.41265772799146544
497,0.05,0.1,6,18,0.1859908570548876,289.58623096733044,0.4095612954939394
498,0.05,0.1,6,19,0.18593949640506377,290.48132778253597,0.4112397706866086
499,0.05,0.1,6,20,0.18565853422636272,290.43501033633993,0.4110745555462199
500,0.05,0.1,6,21,0.18748192450971746,291.28012437544226,0.4124643663871879
501,0.05,0.1,6,22,0.18896836677483286,290.0258208335627,0.4097979782633869
502,0.05,0.1,6,23,0.18037746405614077,289.98297885333267,0.41068947395899286
503,0.05,0.1,6,24,0.1859433412288886,289.25014576153666,0.40867216976502374
504,0.05,0.1,6,25,0.18179486797431613,290.59693868140624,0.4116402073337944
505,0.05,0.1,6,26,0.18507514130914351,290.757891526631,0.41191005708781564
506,0.05,0.1,6,27,0.19088866333563345,291.4405354427948,0.41258054116512954
507,0.05,0.1,6,28,0.18448899526809037,290.2437940542058,0.4107537945358068
508,0.05,0.1,6,29,0.18200476885080355,290.7753093657599,0.4113558157677546
509,0.05,0.1,7,0,0.09021007016746009,372.4128793956243,0.5177750003494842
510,0.05,0.1,7,1,0.09889339763509757,374.55327668350037,0.5272936863618723
511,0.05,0.1,7,2,0.08754748506797934,374.0392851203115,0.5216197344718179
512,0.05,0.1,7,3,0.09754869266892258,375.02056099578573,0.5285298293734685
513,0.05,0.1,7,4,0.08755018651317169,373.66290646880657,0.5209484883999951
514,0.05,0.1,7,5,0.09068611705170544,375.61872789655973,0.5272486549909878
515,0.05,0.1,7,6,0.10098068057789918,374.5319696411295,0.5266295909757973
516,0.05,0.1,7,7,0.11358431430857556,378.91116567735406,0.5374245169390722
517,0.05,0.1,7,8,0.10549640060796532,377.4472134553216,0.5369803247417008
518,0.05,0.1,7,9,0.11052363857544134,378.6543623606887,0.5390503264518549
519,0.05,0.1,7,10,0.10051736356746767,375.2397566028421,0.5283359644821392
520,0.05,0.1,7,11,0.07049240344394679,374.8595773731718,0.5221140601527536
521,0.05,0.1,7,12,0.08205051825410341,374.1336158696665,0.5210006332172303
522,0.05,0.1,7,13,0.11270394418116991,374.0647787890557,0.5269147681875636
523,0.05,0.1,7,14,0.06895983412490186,370.528214314626,0.5083420595353688
524,0.05,0.1,7,15,0.07760145849421092,373.4764564355428,0.5210200194844427
525,0.05,0.1,7,16,0.08997725266267076,372.8766504246198,0.5199586194032326
526,0.05,0.1,7,17,0.09368726465818937,373.29336775164734,0.5227811085819442
527,0.05,0.1,7,18,0.08320454137784179,374.00754695133554,0.5203368010496531
528,0.05,0.1,7,19,0.08975800219511305,373.26972558399797,0.5229175978788337
529,0.05,0.1,7,20,0.10542359505240216,378.0467218369695,0.5354898736935333
530,0.05,0.1,7,21,0.08598461734394579,372.2968495967248,0.51653246701068
531,0.05,0.1,7,22,0.11017977195809192,380.8357564767437,0.5444069108535358
532,0.05,0.1,7,23,0.07637944226311863,371.82100002134575,0.5144129469441482
533,0.05,0.1,7,24,0.0931986497953823,373.0755250485999,0.5212796273709744
534,0.05,0.1,7,25,0.0966910218763043,374.37397507060996,0.5274799088247581
535,0.05,0.1,7,26,0.06935643399040115,372.03780035241226,0.5151273907564077
536,0.05,0.1,7,27,0.10183835255000377,378.72893822972907,0.5394006001823092
537,0.05,0.1,7,28,0.08556101421361402,372.1680510609708,0.5173991911824438
538,0.05,0.1,7,29,0.08502951254153955,373.88975332264596,0.5229704575994444
539,0.05,0.1,8,0,0.1906466909739144,332.8194675356714,0.47423388360824265
540,0.05,0.1,8,1,0.191480340300529,331.134776806469,0.4666889253771795
541,0.05,0.1,8,2,0.18290118558968668,330.6260591836223,0.46877048367774643
542,0.05,0.1,8,3,0.19757541204898935,331.77873867462284,0.4698670518845735
543,0.05,0.1,8,4,0.18092120848052196,331.4190697936784,0.46704283464989516
544,0.05,0.1,8,5,0.17978230245686963,331.8923529427955,0.47189834905331446
545,0.05,0.1,8,6,0.18606689667712217,332.0868452985616,0.4705751605608511
546,0.05,0.1,8,7,0.1764078327486814,332.25933786357876,0.4722011188323772
547,0.05,0.1,8,8,0.17639553276909833,332.32146729155085,0.47269085647417936
548,0.05,0.1,8,9,0.20349469123697284,275.2282948558298,0.3865041633878106
549,0.05,0.1,8,10,0.18470691888534033,332.01439798268234,0.46998454466429845
550,0.05,0.1,8,11,0.1846116503299009,332.32768176902584,0.46916575743017147
551,0.05,0.1,8,12,0.19189081184858003,331.0865011031811,0.46862861204761214
552,0.05,0.1,8,13,0.18713306622631687,332.8593945347218,0.4734459212317559
553,0.05,0.1,8,14,0.18044389372734396,332.14678563531544,0.4720140644250259
554,0.05,0.1,8,15,0.18067692809667713,331.4631610915267,0.4704300246490734
555,0.05,0.1,8,16,0.18369104329815464,331.86906099852587,0.4688197515659532
556,0.05,0.1,8,17,0.18159791209900242,331.9769955783789,0.4725294727337559
557,0.05,0.1,8,18,0.18220511033332987,332.73174666166216,0.4707618927307533
558,0.05,0.1,8,19,0.17259673065555395,332.565118920822,0.4714683538248268
559,0.05,0.1,8,20,0.1921289995857327,331.15791138115543,0.46980441004649015
560,0.05,0.1,8,21,0.1811744586627846,333.54698475940546,0.47329950842370966
561,0.05,0.1,8,22,0.17995087417830488,331.1558839996375,0.4693220933957038
562,0.05,0.1,8,23,0.19122227100590142,332.9040176672115,0.47051229815652196
563,0.05,0.1,8,24,0.18636490440804407,332.8206202280267,0.4711342455126424
564,0.05,0.1,8,25,0.1893034352908591,332.96306431366503,0.4736255302451425
565,0.05,0.1,8,26,0.12704314867465674,354.86351066256094,0.48865249355422574
566,0.05,0.1,8,27,0.1812041240518881,330.99526293229206,0.46868557911006464
567,0.05,0.1,8,28,0.1881830720552393,332.34529587019665,0.4738367799514456
568,0.05,0.1,8,29,0.19827150025042628,331.0960528121764,0.46785496452871417
569,0.05,0.1,9,0,0.22522683525065043,263.7994456280344,0.3642995423387878
570,0.05,0.1,9,1,0.08276247971637411,349.93953885401584,0.48793878897489124
571,0.05,0.1,9,2,0.0813372515724319,339.99650266748,0.4901054460715624
572,0.05,0.1,9,3,0.08795203778741088,350.0866582129829,0.487664174329701
573,0.05,0.1,9,4,0.08465339439302565,350.4293950917276,0.49078359874825717
574,0.05,0.1,9,5,0.08361410181594982,350.8497994035827,0.4904117047547721
575,0.05,0.1,9,6,0.07591028996774173,351.4253705043017,0.49120732554650876
576,0.05,0.1,9,7,0.07964584146450862,349.72064623915526,0.4889867245284431
577,0.05,0.1,9,8,0.07895993470060059,350.0725439567639,0.4883161564795899
578,0.05,0.1,9,9,0.07623468647484026,351.373064062215,0.493223470899735
579,0.05,0.1,9,10,0.07684634871629442,349.6757738030319,0.4906595289123039
580,0.05,0.1,9,11,0.06597923807875539,349.8499944563173,0.49052970507372223
581,0.05,0.1,9,12,0.08677826945729417,350.57077827796735,0.48786360231455045
582,0.05,0.1,9,13,0.06818233953931573,350.76591718711205,0.49213734575302553
583,0.05,0.1,9,14,0.0796087146591866,350.84010568633676,0.4913374456416579
584,0.05,0.1,9,15,0.08401258338274407,350.2919001059129,0.48852482235869693
585,0.05,0.1,9,16,0.07642644741187797,350.7519614772854,0.49199065768984446
586,0.05,0.1,9,17,0.0858165048621005,351.0942529483885,0.4908868960110182
587,0.05,0.1,9,18,0.0783612031356219,349.89418192600914,0.48763922067407384
588,0.05,0.1,9,19,0.08218077889837602,350.73996431866334,0.49096172062081384
589,0.05,0.1,9,20,0.08209248219691166,349.966805279369,0.4872648301214211
590,0.05,0.1,9,21,0.08514110307309981,350.75237530264457,0.4894892260757795
591,0.05,0.1,9,22,0.07218016757148889,350.5699943400463,0.4940314814293769
592,0.05,0.1,9,23,0.07774015890077643,350.63139126922744,0.4923260216407728
593,0.05,0.1,9,24,0.08087352107974484,351.05815704161097,0.4894867246571852
594,0.05,0.1,9,25,0.09381803579160264,349.2375797610999,0.48287152462542293
595,0.05,0.1,9,26,0.08456635465627411,350.41733166454696,0.48997747287082244
596,0.05,0.1,9,27,0.07840093130740895,350.7320600924131,0.49175597405266297
